kernal,cut_off,accuracy,recall,f1,overall_score
poly,0.4,0.6711864406779661,0.8454545454545455,0.7420212765957448,0.7528874209094187
poly,0.45,0.6864406779661016,0.8121212121212121,0.7434119278779473,0.7473246059884203
poly,0.5,0.6694915254237288,0.7393939393939394,0.7144948755490483,0.7077934467889054
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.2,0.5932203389830508,0.9818181818181818,0.7297297297297297,0.7682560835103208
rbf,0.25,0.6474576271186441,0.9515151515151515,0.7511961722488038,0.7833896502941998
rbf,0.3,0.6610169491525424,0.9181818181818182,0.7518610421836228,0.7770199365059945
rbf,0.35,0.6745762711864407,0.8939393939393939,0.7544757033248081,0.7743304561502141
rbf,0.4,0.6813559322033899,0.8727272727272727,0.7539267015706805,0.7693366355004477
rbf,0.45,0.7,0.8545454545454545,0.7611336032388665,0.7718930192614403
rbf,0.5,0.7067796610169491,0.8333333333333334,0.7607192254495159,0.7669440732665995
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.15,0.5644067796610169,1.0,0.7197382769901853,0.7613816855504009
poly,0.2,0.5728813559322034,0.9939393939393939,0.7224669603524229,0.7630959034080066
poly,0.25,0.611864406779661,0.9787878787878788,0.7382857142857142,0.7763126666177514
poly,0.3,0.635593220338983,0.9454545454545454,0.7437425506555422,0.7749301054830235
poly,0.35,0.6491525423728813,0.9272727272727272,0.7472527472527473,0.7745593389661186
poly,0.4,0.6661016949152543,0.9030303030303031,0.7515762925598991,0.7735694301684855
poly,0.45,0.676271186440678,0.8787878787878788,0.7522697795071336,0.7691096149118968
poly,0.5,0.6864406779661016,0.8575757575757575,0.7536617842876164,0.7658927399431584
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.5610169491525424,1.0,0.7181719260065288,0.7597296250530237
rbf,0.2,0.5711864406779661,0.9848484848484849,0.7198228128460685,0.7586192461241731
rbf,0.25,0.6220338983050847,0.9363636363636364,0.7348394768133175,0.7644123371606796
rbf,0.3,0.6440677966101694,0.9030303030303031,0.739454094292804,0.7621840646444255
rbf,0.35,0.6474576271186441,0.8787878787878788,0.7360406091370557,0.7540953716811929
rbf,0.4,0.6745762711864407,0.8636363636363636,0.7480314960629921,0.7620813769619321
rbf,0.45,0.6864406779661016,0.8363636363636363,0.7489823609226594,0.7572622250841325
rbf,0.5,0.7,0.803030303030303,0.7496463932107496,0.7508922320803508
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.15,0.5610169491525424,1.0,0.7181719260065288,0.7597296250530237
poly,0.2,0.5610169491525424,0.9939393939393939,0.7169398907103824,0.757298744600773
poly,0.25,0.5627118644067797,0.9848484848484849,0.7158590308370043,0.7544731266974228
poly,0.3,0.5847457627118644,0.9666666666666667,0.7225368063420159,0.7579830785735157
poly,0.35,0.6152542372881356,0.9545454545454546,0.7351225204200702,0.7683074040845534
poly,0.4,0.6389830508474577,0.9181818181818182,0.73992673992674,0.7656972029853386
poly,0.45,0.6440677966101694,0.8727272727272727,0.7328244274809159,0.7498731656061194
poly,0.5,0.6576271186440678,0.8484848484848485,0.7349081364829397,0.747006701203952
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.5610169491525424,1.0,0.7181719260065288,0.7597296250530237
rbf,0.2,0.5915254237288136,0.9787878787878788,0.7282976324689966,0.7662036449952296
rbf,0.25,0.6406779661016949,0.9393939393939394,0.7451923076923078,0.7750880710626474
rbf,0.3,0.6661016949152543,0.9,0.7509481668773703,0.7723499539308749
rbf,0.35,0.6796610169491526,0.8666666666666667,0.7516425755584757,0.7659900863914316
rbf,0.4,0.7050847457627119,0.8606060606060606,0.7654986522911053,0.777063152886626
rbf,0.45,0.7186440677966102,0.8303030303030303,0.7675070028011204,0.7721513669669203
rbf,0.5,0.7152542372881356,0.803030303030303,0.7593123209169054,0.7591989537451146
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.15,0.5644067796610169,1.0,0.7197382769901853,0.7613816855504009
poly,0.2,0.5677966101694916,0.9939393939393939,0.7200878155872668,0.7606079398987173
poly,0.25,0.5932203389830508,0.9757575757575757,0.7285067873303168,0.7658282340236479
poly,0.3,0.6423728813559322,0.9454545454545454,0.7473053892215569,0.7783776053440116
poly,0.35,0.6694915254237288,0.9272727272727272,0.7583643122676581,0.785042854988038
poly,0.4,0.6694915254237288,0.8818181818181818,0.749034749034749,0.7667814854255531
poly,0.45,0.7,0.8606060606060606,0.7624161073825504,0.7743407226628704
poly,0.5,0.711864406779661,0.8515151515151516,0.7677595628415301,0.7770463737121142
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.2,0.5677966101694916,0.990909090909091,0.7194719471947195,0.759392549424434
rbf,0.25,0.6288135593220339,0.9575757575757575,0.7426556991774382,0.7763483386917432
rbf,0.3,0.6813559322033899,0.9303030303030303,0.7655860349127183,0.7924149991397128
rbf,0.35,0.7033898305084746,0.9090909090909091,0.7741935483870969,0.7955580959954935
rbf,0.4,0.7067796610169491,0.896969696969697,0.7738562091503268,0.7925351890456577
rbf,0.45,0.7135593220338983,0.8727272727272727,0.7731543624161074,0.7864803190590927
rbf,0.5,0.711864406779661,0.8424242424242424,0.7658402203856749,0.7733762898631928
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.5610169491525424,1.0,0.7181719260065288,0.7597296250530237
poly,0.15,0.5711864406779661,0.996969696969697,0.7222832052689353,0.7634797809721995
poly,0.2,0.5864406779661017,0.9818181818181818,0.726457399103139,0.7649054196291408
poly,0.25,0.6271186440677966,0.9696969696969697,0.7441860465116279,0.7803338867587981
poly,0.3,0.6491525423728813,0.9484848484848485,0.7515006002400959,0.7830459970326086
poly,0.35,0.6711864406779661,0.9242424242424242,0.7587064676616915,0.7847117775273605
poly,0.4,0.6898305084745763,0.9030303030303031,0.7650834403080873,0.7859814172709889
poly,0.45,0.7050847457627119,0.8878787878787879,0.7710526315789474,0.7880053884068158
poly,0.5,0.7101694915254237,0.8606060606060606,0.7686062246278754,0.7797939255864533
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.559322033898305,0.996969696969697,0.7167755991285403,0.7576891099988474
rbf,0.2,0.588135593220339,0.9575757575757575,0.7222857142857143,0.755999021693937
rbf,0.25,0.635593220338983,0.9151515151515152,0.7374847374847375,0.7627431576584119
rbf,0.3,0.6830508474576271,0.9030303030303031,0.7611749680715197,0.7824187061864833
rbf,0.35,0.688135593220339,0.8696969696969697,0.7572559366754618,0.7716961665309235
rbf,0.4,0.6983050847457627,0.8575757575757575,0.760752688172043,0.7722111768311878
rbf,0.45,0.6966101694915254,0.8303030303030303,0.7537826685006876,0.7602319560984144
rbf,0.5,0.7152542372881356,0.8181818181818182,0.7627118644067797,0.7653826399589113
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.5576271186440678,0.996969696969697,0.7159956474428728,0.7568641543522124
poly,0.15,0.5559322033898305,0.990909090909091,0.7139737991266375,0.753605031141853
poly,0.2,0.5661016949152542,0.9696969696969697,0.7142857142857144,0.7500281262993127
poly,0.25,0.6067796610169491,0.9393939393939394,0.7276995305164319,0.7579577103091069
poly,0.3,0.6372881355932203,0.9090909090909091,0.7371007371007371,0.7611599272616222
poly,0.35,0.6779661016949152,0.8757575757575757,0.7526041666666667,0.7687759480397193
poly,0.4,0.6830508474576271,0.8575757575757575,0.751660026560425,0.7640955438646033
poly,0.45,0.6847457627118644,0.8090909090909091,0.7416666666666667,0.7451677794898134
poly,0.5,0.688135593220339,0.7848484848484848,0.7378917378917379,0.7369586053201872
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.2,0.5813559322033899,0.9848484848484849,0.7246376811594203,0.7636140327370984
rbf,0.25,0.6406779661016949,0.9666666666666667,0.7505882352941177,0.785977622687493
rbf,0.3,0.6542372881355932,0.9151515151515152,0.7475247524752476,0.7723045185874521
rbf,0.35,0.6661016949152543,0.8939393939393939,0.7496823379923762,0.7699078089490081
rbf,0.4,0.6745762711864407,0.8787878787878788,0.7512953367875648,0.768219828920628
rbf,0.45,0.6796610169491526,0.8454545454545455,0.7469879518072289,0.7573678380703089
rbf,0.5,0.6830508474576271,0.8303030303030303,0.7455782312925171,0.7529773696843916
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.15,0.5610169491525424,1.0,0.7181719260065288,0.7597296250530237
poly,0.2,0.5677966101694916,1.0,0.7213114754098361,0.7630360285264426
poly,0.25,0.5796610169491525,0.9848484848484849,0.7238307349665923,0.76278007892141
poly,0.3,0.6186440677966102,0.9757575757575757,0.7410817031070196,0.7784944488870685
poly,0.35,0.6474576271186441,0.9484848484848485,0.750599520383693,0.7821806653290618
poly,0.4,0.6610169491525424,0.9090909090909091,0.75,0.7733692860811505
poly,0.45,0.6779661016949152,0.8848484848484849,0.7545219638242895,0.7724455167892298
poly,0.5,0.6796610169491526,0.8575757575757575,0.7496688741721854,0.7623018828990319
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.2,0.5661016949152542,1.0,0.7205240174672489,0.7622085707941677
rbf,0.25,0.6203389830508474,0.9727272727272728,0.7413394919168592,0.7781352492316599
rbf,0.3,0.7,0.9303030303030303,0.7762326169405815,0.802178549081204
rbf,0.35,0.7271186440677966,0.9,0.7867549668874172,0.8046245369850714
rbf,0.4,0.7322033898305085,0.8606060606060606,0.7823691460055097,0.7917261988140263
rbf,0.45,0.7389830508474576,0.8272727272727273,0.78,0.782085259373395
rbf,0.5,0.7423728813559322,0.8,0.7764705882352942,0.7729478231970756
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.5610169491525424,1.0,0.7181719260065288,0.7597296250530237
poly,0.15,0.5694915254237288,0.996969696969697,0.7214912280701754,0.7626508168212004
poly,0.2,0.5864406779661017,0.9757575757575757,0.7252252252252251,0.7624744929829674
poly,0.25,0.6322033898305085,0.9484848484848485,0.7425860023724792,0.7744247468959454
poly,0.3,0.7050847457627119,0.9151515151515152,0.7763496143958869,0.7988619584367046
poly,0.35,0.7322033898305085,0.8939393939393939,0.7887700534759359,0.8049709457486127
poly,0.4,0.7237288135593221,0.8484848484848485,0.7745504840940526,0.7822547153794077
poly,0.45,0.7305084745762712,0.796969696969697,0.7678832116788321,0.7651204610749334
poly,0.5,0.7237288135593221,0.7454545454545455,0.751145038167939,0.740109465727269
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.5627118644067797,1.0,0.7189542483660131,0.7605553709242643
rbf,0.2,0.5898305084745763,0.9818181818181818,0.7280898876404496,0.7665795259777358
rbf,0.25,0.635593220338983,0.9333333333333333,0.7412755716004814,0.7700673750909326
rbf,0.3,0.6610169491525424,0.906060606060606,0.7493734335839598,0.7721503295990361
rbf,0.35,0.6745762711864407,0.8818181818181818,0.751937984496124,0.7694441458335822
rbf,0.4,0.6966101694915254,0.8575757575757575,0.7597315436241611,0.7713058235638147
rbf,0.45,0.7016949152542373,0.8303030303030303,0.7569060773480663,0.7629680076351114
rbf,0.5,0.7,0.7909090909090909,0.7467811158798283,0.7458967355963063
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.15,0.5576271186440678,0.990909090909091,0.7147540983606557,0.7544301026379382
poly,0.2,0.5711864406779661,0.9696969696969697,0.7166853303471444,0.7525229135740267
poly,0.25,0.5966101694915255,0.9303030303030303,0.7206572769953051,0.7491901589299537
poly,0.3,0.6406779661016949,0.9151515151515152,0.7401960784313726,0.7653418532281941
poly,0.35,0.652542372881356,0.8818181818181818,0.7395171537484118,0.7579592361493166
poly,0.4,0.6644067796610169,0.8606060606060606,0.7415143603133159,0.7555090668601311
poly,0.45,0.6745762711864407,0.8242424242424242,0.7391304347826086,0.7459830434038245
poly,0.5,0.676271186440678,0.7848484848484848,0.7306064880112836,0.7305753864334821
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.2,0.5830508474576271,0.996969696969697,0.7278761061946902,0.7692988835406714
rbf,0.25,0.6288135593220339,0.9636363636363636,0.7438596491228071,0.7787698573604015
rbf,0.3,0.6677966101694915,0.9090909090909091,0.7537688442211056,0.7768854544938354
rbf,0.35,0.6779661016949152,0.8727272727272727,0.751958224543081,0.767550532988423
rbf,0.4,0.6949152542372882,0.8393939393939394,0.7547683923705722,0.7630258620006
rbf,0.45,0.7,0.8151515151515152,0.7524475524475523,0.7558663558663558
rbf,0.5,0.7050847457627119,0.7909090909090909,0.75,0.7486646122239343
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.15,0.5610169491525424,1.0,0.7181719260065288,0.7597296250530237
poly,0.2,0.5677966101694916,0.996969696969697,0.7207009857612267,0.761822430966805
poly,0.25,0.5932203389830508,0.9818181818181818,0.7297297297297297,0.7682560835103208
poly,0.3,0.6440677966101694,0.9454545454545454,0.7482014388489209,0.7792412603045452
poly,0.35,0.6694915254237288,0.9030303030303031,0.7534766118836915,0.7753328134459078
poly,0.4,0.6966101694915254,0.8666666666666667,0.7616511318242345,0.7749759893274755
poly,0.45,0.7033898305084746,0.8303030303030303,0.7579529737206084,0.7638819448440378
poly,0.5,0.7,0.796969696969697,0.7482219061166429,0.74839720102878
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.5627118644067797,1.0,0.7189542483660131,0.7605553709242643
rbf,0.2,0.5813559322033899,0.990909090909091,0.7258601553829078,0.7660417261651297
rbf,0.25,0.6271186440677966,0.9575757575757575,0.7417840375586854,0.7754928130674132
rbf,0.3,0.6593220338983051,0.9303030303030303,0.7533742331288343,0.7809997657767233
rbf,0.35,0.6694915254237288,0.9030303030303031,0.7534766118836915,0.7753328134459078
rbf,0.4,0.676271186440678,0.8696969696969697,0.7503267973856209,0.7654316511744229
rbf,0.45,0.6949152542372882,0.8515151515151516,0.757412398921833,0.7679476015580908
rbf,0.5,0.6966101694915254,0.8242424242424242,0.7524204702627938,0.7577576879989145
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.15,0.5627118644067797,1.0,0.7189542483660131,0.7605553709242643
poly,0.2,0.5745762711864407,0.996969696969697,0.7238723872387237,0.7651394517982871
poly,0.25,0.6067796610169491,0.9787878787878788,0.735763097949886,0.7737768792515713
poly,0.3,0.6305084745762712,0.9424242424242424,0.7404761904761904,0.7711363024922346
poly,0.35,0.6610169491525424,0.9181818181818182,0.7518610421836228,0.7770199365059945
poly,0.4,0.6864406779661016,0.8878787878787879,0.7600518806744487,0.7781237821731128
poly,0.45,0.6898305084745763,0.8484848484848485,0.753701211305518,0.764005522754981
poly,0.5,0.6898305084745763,0.8181818181818182,0.7468879668049792,0.7516334311537912
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.2,0.5728813559322034,0.9727272727272728,0.7181208053691276,0.7545764780095346
rbf,0.25,0.6186440677966102,0.9303030303030303,0.7318235995232419,0.7602568992076275
rbf,0.3,0.6559322033898305,0.896969696969697,0.7446540880503144,0.765851996136614
rbf,0.35,0.6576271186440678,0.8606060606060606,0.7376623376623377,0.7519651723041555
rbf,0.4,0.6796610169491526,0.8575757575757575,0.7496688741721854,0.7623018828990319
rbf,0.45,0.6728813559322034,0.8212121212121212,0.7374149659863946,0.7438361477102396
rbf,0.5,0.6796610169491526,0.7878787878787878,0.7334273624823694,0.73365572243677
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.2,0.559322033898305,0.996969696969697,0.7167755991285403,0.7576891099988474
poly,0.25,0.5796610169491525,0.9757575757575757,0.7219730941704037,0.7591305622923773
poly,0.3,0.6084745762711864,0.9303030303030303,0.7266272189349112,0.755134941836376
poly,0.35,0.6474576271186441,0.906060606060606,0.7419354838709676,0.7651512390167392
poly,0.4,0.6677966101694915,0.8727272727272727,0.7461139896373058,0.7622126241780234
poly,0.45,0.6847457627118644,0.8515151515151516,0.751336898395722,0.7625326042075793
poly,0.5,0.6847457627118644,0.8,0.7394957983193278,0.7414138536770641
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.2,0.5779661016949152,0.9848484848484849,0.7230255839822024,0.7619467235085341
rbf,0.25,0.6254237288135593,0.9424242424242424,0.737841043890866,0.7685630050428892
rbf,0.3,0.6491525423728813,0.9090909090909091,0.7434944237918215,0.7672459584185374
rbf,0.35,0.6711864406779661,0.8878787878787879,0.7512820512820514,0.7701157599462684
rbf,0.4,0.6796610169491526,0.8545454545454545,0.749003984063745,0.7610701518527841
rbf,0.45,0.6813559322033899,0.8242424242424242,0.7431693989071038,0.749589251784306
rbf,0.5,0.688135593220339,0.793939393939394,0.7401129943502827,0.7407293271700052
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.15,0.5694915254237288,0.9939393939393939,0.7208791208791209,0.7614366800807479
poly,0.2,0.5932203389830508,0.9696969696969697,0.7272727272727272,0.763396678650916
poly,0.25,0.6254237288135593,0.9181818181818182,0.732769044740024,0.7587915305784673
poly,0.3,0.6542372881355932,0.8818181818181818,0.7404580152671757,0.7588378284069837
poly,0.35,0.6847457627118644,0.8606060606060606,0.753315649867374,0.7662224910617663
poly,0.4,0.6796610169491526,0.8090909090909091,0.7385892116182573,0.7424470458861063
poly,0.45,0.6830508474576271,0.7787878787878788,0.7332382310984308,0.7316923191146456
poly,0.5,0.6779661016949152,0.7454545454545455,0.7214076246334311,0.7149427572609639
