kernal,cut_off,accuracy,recall,f1,overall_score
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.5576271186440678,0.996969696969697,0.7159956474428728,0.7568641543522124
rbf,0.2,0.5830508474576271,0.9727272727272728,0.722972972972973,0.759583697719291
rbf,0.25,0.6135593220338983,0.9515151515151515,0.7336448598130841,0.7662397777873781
rbf,0.3,0.6440677966101694,0.9242424242424242,0.7439024390243902,0.770737553292328
rbf,0.35,0.6627118644067796,0.906060606060606,0.7503136762860727,0.773028715584486
rbf,0.4,0.6677966101694915,0.8696969696969697,0.7454545454545455,0.7609827084403356
rbf,0.45,0.6915254237288135,0.8575757575757575,0.7566844919786095,0.7685952244277269
rbf,0.5,0.6983050847457627,0.8212121212121212,0.7527777777777778,0.7574316612452204
poly,0.05,0.5576271186440678,0.996969696969697,0.7159956474428728,0.7568641543522124
poly,0.1,0.5576271186440678,0.996969696969697,0.7159956474428728,0.7568641543522124
poly,0.15,0.5542372881355933,0.990909090909091,0.7131952017448201,0.7527805269298348
poly,0.2,0.559322033898305,0.990909090909091,0.7155361050328228,0.755255743280073
poly,0.25,0.5847457627118644,0.9606060606060606,0.7212741751990898,0.7555419995056716
poly,0.3,0.6016949152542372,0.9333333333333333,0.7238542890716805,0.7529608458864171
poly,0.35,0.6220338983050847,0.9151515151515152,0.7303506650544135,0.7558453595036712
poly,0.4,0.6423728813559322,0.8909090909090909,0.7359198998748436,0.7564006240466222
poly,0.45,0.6576271186440678,0.8636363636363636,0.7383419689119172,0.7532018170641162
poly,0.5,0.6796610169491526,0.8484848484848485,0.7476635514018691,0.7586031389452902
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.5610169491525424,1.0,0.7181719260065288,0.7597296250530237
rbf,0.2,0.5779661016949152,0.9878787878787879,0.7236403995560488,0.7631617630432507
rbf,0.25,0.6220338983050847,0.9424242424242424,0.736094674556213,0.7668509384285134
rbf,0.3,0.6576271186440678,0.9363636363636364,0.7536585365853659,0.7825497638643567
rbf,0.35,0.6728813559322034,0.9090909090909091,0.7566204287515763,0.7795308979248962
rbf,0.4,0.676271186440678,0.8878787878787879,0.7541827541827543,0.7727775761674067
rbf,0.45,0.6830508474576271,0.8545454545454545,0.7509986684420772,0.7628649901483863
rbf,0.5,0.7,0.8333333333333334,0.7565337001375516,0.7632890111569616
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.5661016949152542,0.996969696969697,0.7199124726477024,0.7609946215108844
poly,0.15,0.5728813559322034,0.990909090909091,0.7218543046357617,0.7618815838256854
poly,0.2,0.5847457627118644,0.9666666666666667,0.7225368063420159,0.7579830785735157
poly,0.25,0.6135593220338983,0.9393939393939394,0.7311320754716982,0.761361778966512
poly,0.3,0.6338983050847458,0.9121212121212121,0.7359413202933984,0.7606536124997855
poly,0.35,0.6610169491525424,0.9030303030303031,0.7487437185929648,0.7709303235919368
poly,0.4,0.6728813559322034,0.8757575757575757,0.7496757457846952,0.7661048924914914
poly,0.45,0.6915254237288135,0.8545454545454545,0.7560321715817695,0.7673676832853458
poly,0.5,0.6966101694915254,0.8181818181818182,0.7510431154381084,0.7552783677038174
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.2,0.559322033898305,0.9848484848484849,0.7142857142857143,0.7528187443441681
rbf,0.25,0.6389830508474577,0.9636363636363636,0.7491166077738516,0.7839120074192243
rbf,0.3,0.6711864406779661,0.9212121212121213,0.7581047381546134,0.7835011000149003
rbf,0.35,0.688135593220339,0.896969696969697,0.7628865979381443,0.7826639627093934
rbf,0.4,0.6915254237288135,0.8575757575757575,0.7566844919786095,0.7685952244277269
rbf,0.45,0.7067796610169491,0.8242424242424242,0.7587168758716875,0.7632463203770202
rbf,0.5,0.6949152542372882,0.7878787878787878,0.7428571428571429,0.7418837283244063
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.5610169491525424,1.0,0.7181719260065288,0.7597296250530237
poly,0.15,0.5661016949152542,1.0,0.7205240174672489,0.7622085707941677
poly,0.2,0.5694915254237288,0.990909090909091,0.7202643171806168,0.7602216445044788
poly,0.25,0.5949152542372881,0.9727272727272728,0.7287173666288308,0.7654532978644638
poly,0.3,0.6288135593220339,0.9545454545454546,0.7420494699646644,0.7751361612773843
poly,0.35,0.6559322033898305,0.9121212121212121,0.7478260869565218,0.7719598341558548
poly,0.4,0.6796610169491526,0.8757575757575757,0.7535853976531942,0.7696679967866409
poly,0.45,0.688135593220339,0.8454545454545455,0.7520215633423181,0.7618705673390674
poly,0.5,0.6898305084745763,0.8181818181818182,0.7468879668049792,0.7516334311537912
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.5661016949152542,1.0,0.7205240174672489,0.7622085707941677
rbf,0.2,0.5847457627118644,0.9636363636363636,0.7219069239500568,0.7567630167660949
rbf,0.25,0.6305084745762712,0.9272727272727272,0.7373493975903613,0.7650435331464532
rbf,0.3,0.6694915254237288,0.9030303030303031,0.7534766118836915,0.7753328134459078
rbf,0.35,0.6898305084745763,0.8787878787878788,0.7601572739187418,0.7762585537270655
rbf,0.4,0.6949152542372882,0.8454545454545455,0.7560975609756098,0.7654891202224811
rbf,0.45,0.6966101694915254,0.8181818181818182,0.7510431154381084,0.7552783677038174
rbf,0.5,0.7016949152542373,0.7909090909090909,0.7478510028653295,0.7468183363428859
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.5610169491525424,1.0,0.7181719260065288,0.7597296250530237
poly,0.15,0.5627118644067797,0.996969696969697,0.7183406113537117,0.7593407242433962
poly,0.2,0.5728813559322034,0.9757575757575757,0.7187500000000001,0.7557963105632597
poly,0.25,0.6237288135593221,0.9545454545454546,0.7394366197183099,0.7725702959410289
poly,0.3,0.6559322033898305,0.9303030303030303,0.7515299877600978,0.7792550738176529
poly,0.35,0.6779661016949152,0.8909090909090909,0.755784061696658,0.7748864181002214
poly,0.4,0.6898305084745763,0.8484848484848485,0.753701211305518,0.764005522754981
poly,0.45,0.6898305084745763,0.806060606060606,0.744055944055944,0.7466490195303755
poly,0.5,0.6983050847457627,0.7575757575757576,0.7374631268436579,0.7311146563883927
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.559322033898305,0.996969696969697,0.7167755991285403,0.7576891099988474
rbf,0.2,0.5864406779661017,0.9939393939393939,0.7288888888888888,0.7697563202647948
rbf,0.25,0.6338983050847458,0.9666666666666667,0.747072599531616,0.7825458570943429
rbf,0.3,0.6728813559322034,0.9393939393939394,0.7626076260762608,0.7916276404674679
rbf,0.35,0.6915254237288135,0.896969696969697,0.764857881136951,0.7844510006118205
rbf,0.4,0.7203389830508474,0.8787878787878788,0.778523489932886,0.7925501172572041
rbf,0.45,0.7271186440677966,0.8575757575757575,0.7785419532324621,0.7877454516253387
rbf,0.5,0.7288135593220338,0.8363636363636363,0.7752808988764046,0.7801526981873582
poly,0.05,0.5610169491525424,1.0,0.7181719260065288,0.7597296250530237
poly,0.1,0.5627118644067797,1.0,0.7189542483660131,0.7605553709242643
poly,0.15,0.5627118644067797,1.0,0.7189542483660131,0.7605553709242643
poly,0.2,0.5644067796610169,0.996969696969697,0.7191256830601094,0.7601673865636078
poly,0.25,0.5847457627118644,0.9939393939393939,0.7280799112097668,0.7689216892870084
poly,0.3,0.6169491525423729,0.9696969696969697,0.7390300230946881,0.7752253817780103
poly,0.35,0.6508474576271186,0.9545454545454546,0.7535885167464115,0.7863271429729949
poly,0.4,0.6847457627118644,0.9303030303030303,0.7675,0.7941829310049648
poly,0.45,0.7033898305084746,0.9,0.7724317295188557,0.7919405200091102
poly,0.5,0.7169491525423729,0.8636363636363636,0.773405698778833,0.7846637383191899
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.2,0.5644067796610169,0.9757575757575757,0.7147613762486125,0.751641910555735
rbf,0.25,0.6152542372881356,0.9242424242424242,0.7287933094384706,0.7560966569896769
rbf,0.3,0.6508474576271186,0.8909090909090909,0.7405541561712846,0.760770234902498
rbf,0.35,0.6813559322033899,0.8757575757575757,0.7545691906005221,0.7705608995204959
rbf,0.4,0.6915254237288135,0.8454545454545455,0.7540540540540541,0.7636780077458044
rbf,0.45,0.6966101694915254,0.8212121212121212,0.7517337031900139,0.7565186646312202
rbf,0.5,0.7050847457627119,0.793939393939394,0.7507163323782237,0.7499134906934432
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.5576271186440678,0.996969696969697,0.7159956474428728,0.7568641543522124
poly,0.15,0.5644067796610169,0.9878787878787879,0.7172717271727174,0.7565190982375074
poly,0.2,0.5915254237288136,0.9666666666666667,0.7258248009101252,0.7613389637685352
poly,0.25,0.635593220338983,0.9424242424242424,0.7431302270011948,0.7737158965881402
poly,0.3,0.6491525423728813,0.9090909090909091,0.7434944237918215,0.7672459584185374
poly,0.35,0.6745762711864407,0.8878787878787879,0.7532133676092545,0.771889475558161
poly,0.4,0.6949152542372882,0.8575757575757575,0.7587131367292226,0.7704013828474228
poly,0.45,0.7016949152542373,0.8272727272727273,0.7562326869806093,0.7617334431691912
poly,0.5,0.7101694915254237,0.793939393939394,0.7539568345323742,0.7526885733323972
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.5559322033898305,0.990909090909091,0.7139737991266375,0.753605031141853
rbf,0.2,0.5745762711864407,0.9606060606060606,0.7163841807909606,0.7505221708611539
rbf,0.25,0.6220338983050847,0.9030303030303031,0.7277167277167277,0.7509269763507053
rbf,0.3,0.6474576271186441,0.8606060606060606,0.7319587628865979,0.7466741502037676
rbf,0.35,0.6457627118644068,0.8181818181818182,0.7209612817089454,0.7283019372517234
rbf,0.4,0.6508474576271186,0.7787878787878788,0.7138888888888889,0.7145080751012954
rbf,0.45,0.6457627118644068,0.7303030303030303,0.6975397973950797,0.691201846520839
rbf,0.5,0.6474576271186441,0.6909090909090909,0.6867469879518073,0.6750379019931808
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.5542372881355933,0.990909090909091,0.7131952017448201,0.7527805269298348
poly,0.15,0.5627118644067797,0.9818181818181818,0.7152317880794701,0.753253944768144
poly,0.2,0.5779661016949152,0.9575757575757575,0.717366628830874,0.7509694960338488
poly,0.25,0.6152542372881356,0.9090909090909091,0.7255139056831921,0.749953017354079
poly,0.3,0.6305084745762712,0.8575757575757575,0.721938775510204,0.736674335887411
poly,0.35,0.6457627118644068,0.8181818181818182,0.7209612817089454,0.7283019372517234
poly,0.4,0.6440677966101694,0.7727272727272727,0.7083333333333333,0.7083761342235917
poly,0.45,0.652542372881356,0.7121212121212122,0.6962962962962962,0.6869866270996215
poly,0.5,0.6457627118644068,0.6787878787878788,0.6818873668188736,0.6688126524903865
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.5627118644067797,1.0,0.7189542483660131,0.7605553709242643
rbf,0.2,0.5983050847457627,0.9818181818181818,0.7322033898305086,0.7707755521314844
rbf,0.25,0.6423728813559322,0.9393939393939394,0.746089049338147,0.7759519566960061
rbf,0.3,0.6576271186440678,0.9090909090909091,0.7481296758104737,0.7716159011818169
rbf,0.35,0.6711864406779661,0.8757575757575757,0.7487046632124352,0.7652162265493256
rbf,0.4,0.688135593220339,0.8575757575757575,0.7546666666666666,0.7667926724875876
rbf,0.45,0.6983050847457627,0.8333333333333334,0.7554945054945055,0.7623776411912004
rbf,0.5,0.7,0.796969696969697,0.7482219061166429,0.74839720102878
poly,0.05,0.5576271186440678,0.996969696969697,0.7159956474428728,0.7568641543522124
poly,0.1,0.5610169491525424,0.996969696969697,0.7175572519083969,0.7585146326768788
poly,0.15,0.5627118644067797,0.996969696969697,0.7183406113537117,0.7593407242433962
poly,0.2,0.5610169491525424,0.990909090909091,0.7163198247535597,0.7560819549383977
poly,0.25,0.5694915254237288,0.9878787878787879,0.7196467991169978,0.7590057041398381
poly,0.3,0.5949152542372881,0.9727272727272728,0.7287173666288308,0.7654532978644638
poly,0.35,0.6220338983050847,0.9575757575757575,0.7391812865497077,0.7729303141435167
poly,0.4,0.6338983050847458,0.9242424242424242,0.7384987893462469,0.7655465062244723
poly,0.45,0.6593220338983051,0.9090909090909091,0.7490636704119851,0.7724922044670665
poly,0.5,0.6644067796610169,0.8666666666666667,0.7428571428571429,0.7579768630616087
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.5576271186440678,0.9939393939393939,0.7153762268266085,0.7556475798033567
rbf,0.2,0.6016949152542372,0.9757575757575757,0.7326507394766781,0.7700344101628304
rbf,0.25,0.6338983050847458,0.9424242424242424,0.7422434367541766,0.7728553280877216
rbf,0.3,0.6677966101694915,0.9121212121212121,0.7543859649122808,0.7781012624009948
rbf,0.35,0.6932203389830508,0.8787878787878788,0.7621550591327201,0.7780544256345499
rbf,0.4,0.7084745762711865,0.8545454545454545,0.7663043478260869,0.776441459547576
rbf,0.45,0.7169491525423729,0.8363636363636363,0.7677329624478442,0.7736819171179512
rbf,0.5,0.7135593220338983,0.8090909090909091,0.759601706970128,0.7607506460316452
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.5610169491525424,1.0,0.7181719260065288,0.7597296250530237
poly,0.15,0.5677966101694916,0.996969696969697,0.7207009857612267,0.761822430966805
poly,0.2,0.5949152542372881,0.9787878787878788,0.7299435028248589,0.7678822119500085
poly,0.25,0.6152542372881356,0.9545454545454546,0.7351225204200702,0.7683074040845534
poly,0.3,0.6338983050847458,0.9121212121212121,0.7359413202933984,0.7606536124997855
poly,0.35,0.6677966101694915,0.8878787878787879,0.7493606138107416,0.7683453372863404
poly,0.4,0.6966101694915254,0.8424242424242424,0.7564625850340136,0.7651656656499272
poly,0.45,0.7016949152542373,0.8121212121212121,0.752808988764045,0.7555417053798316
poly,0.5,0.6864406779661016,0.7606060606060606,0.7307132459970889,0.725919994856417
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.5610169491525424,1.0,0.7181719260065288,0.7597296250530237
rbf,0.2,0.5847457627118644,0.9787878787878788,0.7250280583613916,0.7628538999537117
rbf,0.25,0.6237288135593221,0.9303030303030303,0.7344497607655501,0.7628272015426342
rbf,0.3,0.6610169491525424,0.8848484848484849,0.7448979591836734,0.7635877977282335
rbf,0.35,0.6813559322033899,0.8545454545454545,0.7500000000000001,0.7619671289162815
rbf,0.4,0.6966101694915254,0.8303030303030303,0.7537826685006876,0.7602319560984144
rbf,0.45,0.6949152542372882,0.806060606060606,0.7471910112359551,0.7493889571779498
rbf,0.5,0.7033898305084746,0.7787878787878788,0.7460087082728593,0.7427288058564042
poly,0.05,0.5610169491525424,0.996969696969697,0.7175572519083969,0.7585146326768788
poly,0.1,0.5610169491525424,0.9939393939393939,0.7169398907103824,0.757298744600773
poly,0.15,0.5627118644067797,0.9939393939393939,0.7177242888402625,0.7581251823954788
poly,0.2,0.5779661016949152,0.9666666666666667,0.7192784667418265,0.7546370783678028
poly,0.25,0.6186440677966102,0.9303030303030303,0.7318235995232419,0.7602568992076275
poly,0.3,0.6474576271186441,0.9,0.740648379052369,0.7627020020570043
poly,0.35,0.676271186440678,0.8666666666666667,0.7496723460026213,0.7642033997033219
poly,0.4,0.688135593220339,0.8333333333333334,0.7493188010899182,0.7569292425478635
poly,0.45,0.688135593220339,0.793939393939394,0.7401129943502827,0.7407293271700052
poly,0.5,0.7,0.7696969696969697,0.7416058394160584,0.7371009363710094
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.5610169491525424,1.0,0.7181719260065288,0.7597296250530237
rbf,0.2,0.5728813559322034,0.9818181818181818,0.72,0.7582331792501283
rbf,0.25,0.6305084745762712,0.9515151515151515,0.7423167848699764,0.774780136987133
rbf,0.3,0.676271186440678,0.9090909090909091,0.7585335018963337,0.7812985324759736
rbf,0.35,0.6847457627118644,0.8848484848484849,0.7584415584415585,0.7760119353339693
rbf,0.4,0.7016949152542373,0.8515151515151516,0.7615176151761518,0.7715758939818468
rbf,0.45,0.7084745762711865,0.8212121212121212,0.7591036414565825,0.7629301129799634
rbf,0.5,0.711864406779661,0.796969696969697,0.7557471264367815,0.7548604100620465
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.15,0.5677966101694916,1.0,0.7213114754098361,0.7630360285264426
poly,0.2,0.5915254237288136,0.9787878787878788,0.7282976324689966,0.7662036449952296
poly,0.25,0.6372881355932203,0.9424242424242424,0.7440191387559809,0.7745771722578145
poly,0.3,0.6694915254237288,0.9121212121212121,0.7553324968632372,0.7789817448027261
poly,0.35,0.676271186440678,0.8636363636363636,0.7490144546649146,0.762974001580652
poly,0.4,0.6932203389830508,0.8242424242424242,0.7503448275862068,0.7559358636038939
poly,0.45,0.7050847457627119,0.7909090909090909,0.75,0.7486646122239343
poly,0.5,0.7016949152542373,0.7575757575757576,0.7396449704142012,0.7329718810813987
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.5576271186440678,0.9939393939393939,0.7153762268266085,0.7556475798033567
rbf,0.2,0.5830508474576271,0.9515151515151515,0.7185354691075514,0.7510338226934433
rbf,0.25,0.635593220338983,0.9030303030303031,0.7348951911220715,0.7578395714971191
rbf,0.3,0.6728813559322034,0.8727272727272727,0.7490247074122236,0.7648777786905665
rbf,0.35,0.6796610169491526,0.8454545454545455,0.7469879518072289,0.7573678380703089
rbf,0.4,0.7016949152542373,0.8212121212121212,0.7548746518105849,0.759260562758981
rbf,0.45,0.7067796610169491,0.8,0.75320970042796,0.753329787148303
rbf,0.5,0.7050847457627119,0.7636363636363637,0.7433628318584072,0.7373613137524943
poly,0.05,0.5576271186440678,0.996969696969697,0.7159956474428728,0.7568641543522124
poly,0.1,0.559322033898305,0.9848484848484849,0.7142857142857143,0.7528187443441681
poly,0.15,0.5847457627118644,0.9757575757575757,0.7244094488188977,0.7616375957627793
poly,0.2,0.5983050847457627,0.9242424242424242,0.7201889020070839,0.7475788036650903
poly,0.25,0.6508474576271186,0.8818181818181818,0.7385786802030457,0.7570814398827821
poly,0.3,0.676271186440678,0.8484848484848485,0.7456724367509987,0.7568094905588417
poly,0.35,0.6949152542372882,0.806060606060606,0.7471910112359551,0.7493889571779498
poly,0.4,0.7067796610169491,0.7818181818181819,0.7489114658925979,0.7458364362425763
poly,0.45,0.7016949152542373,0.7393939393939394,0.7349397590361445,0.725342871228107
poly,0.5,0.6847457627118644,0.6818181818181818,0.7075471698113208,0.6913703714471223
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.5627118644067797,1.0,0.7189542483660131,0.7605553709242643
rbf,0.2,0.588135593220339,0.9727272727272728,0.7254237288135592,0.762095531587057
rbf,0.25,0.635593220338983,0.9303030303030303,0.7406513872135102,0.7688492126185079
rbf,0.3,0.6677966101694915,0.8909090909090909,0.7499999999999999,0.7695685670261941
rbf,0.35,0.6932203389830508,0.8636363636363636,0.7589880159786953,0.7719482395327032
rbf,0.4,0.7050847457627119,0.8484848484848485,0.7629427792915532,0.7721707911797046
rbf,0.45,0.7016949152542373,0.8121212121212121,0.752808988764045,0.7555417053798316
rbf,0.5,0.7050847457627119,0.7878787878787878,0.7492795389048993,0.7474143575154663
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.15,0.5644067796610169,1.0,0.7197382769901853,0.7613816855504009
poly,0.2,0.5864406779661017,0.9878787878787879,0.7276785714285715,0.7673326790911537
poly,0.25,0.6169491525423729,0.9515151515151515,0.7353629976580797,0.7679424339052013
poly,0.3,0.6372881355932203,0.906060606060606,0.7364532019704433,0.7599339812080897
poly,0.35,0.6847457627118644,0.8909090909090909,0.7596899224806202,0.7784482587005251
poly,0.4,0.7016949152542373,0.8424242424242424,0.7595628415300546,0.7678939997361782
poly,0.45,0.7237288135593221,0.8181818181818182,0.7681365576102418,0.7700157297837941
poly,0.5,0.711864406779661,0.7515151515151515,0.7447447447447447,0.736041434346519
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.2,0.5627118644067797,0.996969696969697,0.7183406113537117,0.7593407242433962
rbf,0.25,0.6050847457627119,0.9515151515151515,0.7293844367015098,0.7619947779931243
rbf,0.3,0.6508474576271186,0.9272727272727272,0.7481662591687042,0.7754288146895166
rbf,0.35,0.676271186440678,0.9090909090909091,0.7585335018963337,0.7812985324759736
rbf,0.4,0.6745762711864407,0.8636363636363636,0.7480314960629921,0.7620813769619321
rbf,0.45,0.688135593220339,0.8424242424242424,0.7513513513513514,0.7606370623319775
rbf,0.5,0.7033898305084746,0.8242424242424242,0.7566063977746871,0.7614128841751953
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.15,0.5610169491525424,1.0,0.7181719260065288,0.7597296250530237
poly,0.2,0.5644067796610169,1.0,0.7197382769901853,0.7613816855504009
poly,0.25,0.5677966101694916,1.0,0.7213114754098361,0.7630360285264426
poly,0.3,0.6016949152542372,0.990909090909091,0.7356580427446568,0.7760873496359949
poly,0.35,0.6186440677966102,0.9666666666666667,0.7392815758980302,0.7748641034537691
poly,0.4,0.6457627118644068,0.9333333333333333,0.7466666666666667,0.7752542372881356
poly,0.45,0.6644067796610169,0.9121212121212121,0.7525,0.7763426639274096
poly,0.5,0.6745762711864407,0.8787878787878788,0.7512953367875648,0.768219828920628
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.5610169491525424,0.996969696969697,0.7175572519083969,0.7585146326768788
rbf,0.2,0.588135593220339,0.9787878787878788,0.7266591676040495,0.7645275465374225
rbf,0.25,0.6338983050847458,0.9454545454545454,0.742857142857143,0.7740699977988114
rbf,0.3,0.6644067796610169,0.9272727272727272,0.7555555555555555,0.7824116874964332
rbf,0.35,0.6830508474576271,0.896969696969697,0.7599486521181,0.7799897321818081
rbf,0.4,0.6847457627118644,0.8666666666666667,0.7546174142480211,0.7686766145421841
rbf,0.45,0.6830508474576271,0.8272727272727273,0.7448840381991815,0.751735870976512
rbf,0.5,0.6949152542372882,0.803030303030303,0.7464788732394365,0.7481414768356759
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.5610169491525424,1.0,0.7181719260065288,0.7597296250530237
poly,0.15,0.5694915254237288,0.9939393939393939,0.7208791208791209,0.7614366800807479
poly,0.2,0.5898305084745763,0.9848484848484849,0.7286995515695067,0.7677928482975226
poly,0.25,0.6203389830508474,0.9606060606060606,0.7389277389277388,0.7732909275282157
poly,0.3,0.6474576271186441,0.9242424242424242,0.745721271393643,0.7724737742515705
poly,0.35,0.6661016949152543,0.8848484848484849,0.7477592829705507,0.7662364875780967
poly,0.4,0.6813559322033899,0.8575757575757575,0.7506631299734747,0.7631982732508741
poly,0.45,0.6864406779661016,0.8212121212121212,0.7455295735900964,0.751060790922773
poly,0.5,0.6966101694915254,0.803030303030303,0.7475317348377997,0.7490574024532094
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.2,0.5711864406779661,0.9878787878787879,0.7204419889502763,0.7598357391690101
rbf,0.25,0.6271186440677966,0.9454545454545454,0.7393364928909951,0.7706365608044458
rbf,0.3,0.6644067796610169,0.9151515151515152,0.7531172069825436,0.7775585005983586
rbf,0.35,0.6745762711864407,0.8878787878787879,0.7532133676092545,0.771889475558161
rbf,0.4,0.7016949152542373,0.8818181818181818,0.7678100263852243,0.7837743744858812
rbf,0.45,0.7067796610169491,0.8454545454545455,0.7633378932968538,0.7718573665894494
rbf,0.5,0.7152542372881356,0.8121212121212121,0.7613636363636362,0.7629130285909946
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.15,0.5610169491525424,1.0,0.7181719260065288,0.7597296250530237
poly,0.2,0.5677966101694916,1.0,0.7213114754098361,0.7630360285264426
poly,0.25,0.576271186440678,0.990909090909091,0.7234513274336283,0.7635438682611323
poly,0.3,0.6050847457627119,0.9666666666666667,0.7324913892078072,0.768080933879062
poly,0.35,0.6271186440677966,0.9393939393939394,0.738095238095238,0.7682026071856581
poly,0.4,0.6508474576271186,0.9212121212121213,0.746928746928747,0.772996108589329
poly,0.45,0.6728813559322034,0.9030303030303031,0.7553865652724968,0.7770994080783344
poly,0.5,0.6813559322033899,0.8878787878787879,0.7571059431524548,0.7754468877448776
rbf,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
rbf,0.2,0.5627118644067797,0.9939393939393939,0.7177242888402625,0.7581251823954788
rbf,0.25,0.6237288135593221,0.9696969696969697,0.7424593967517401,0.7786283933360106
rbf,0.3,0.6813559322033899,0.9333333333333333,0.7661691542288558,0.7936194732551929
rbf,0.35,0.6983050847457627,0.8878787878787879,0.7670157068062827,0.7843998598102777
rbf,0.4,0.7237288135593221,0.8666666666666667,0.7782312925170067,0.7895422575809986
rbf,0.45,0.711864406779661,0.8181818181818182,0.7605633802816901,0.7635365350810565
rbf,0.5,0.7135593220338983,0.7878787878787878,0.7547169811320754,0.7520516970149206
poly,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
poly,0.1,0.5610169491525424,1.0,0.7181719260065288,0.7597296250530237
poly,0.15,0.5627118644067797,1.0,0.7189542483660131,0.7605553709242643
poly,0.2,0.5677966101694916,0.990909090909091,0.7194719471947195,0.759392549424434
poly,0.25,0.6050847457627119,0.9606060606060606,0.7312572087658592,0.7656493383782106
poly,0.3,0.6711864406779661,0.9393939393939394,0.7616707616707616,0.7907503805808891
