depth,n_tree,learning_rate,cut_off,accuracy,recall,f1,overall_score
7,100,0.01,0.35,0.6305084745762712,0.9545454545454546,0.7429245283018867,0.7759928191412042
7,100,0.01,0.4,0.6440677966101694,0.896969696969697,0.7381546134663342,0.7597307023487335
7,100,0.01,0.45,0.6728813559322034,0.8454545454545455,0.7430093209054593,0.7537817407640693
7,100,0.01,0.5,0.6796610169491526,0.7818181818181819,0.7319148936170212,0.7311313641281186
7,100,0.001,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
7,100,0.001,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
7,100,0.001,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
7,100,0.001,0.2,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
7,100,0.001,0.25,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
7,100,0.001,0.3,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
7,100,0.001,0.35,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
7,100,0.001,0.4,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
7,100,0.001,0.45,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
7,100,0.001,0.5,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
9,100,0.1,0.05,0.6,0.9575757575757575,0.7281105990783411,0.7618954522180329
9,100,0.1,0.1,0.6135593220338983,0.9090909090909091,0.7246376811594203,0.7490959707614092
9,100,0.1,0.15,0.6203389830508474,0.8666666666666667,0.7185929648241206,0.7351995381805448
9,100,0.1,0.2,0.6372881355932203,0.8393939393939394,0.7213541666666666,0.7326787472179421
9,100,0.1,0.25,0.6440677966101694,0.8212121212121212,0.7207446808510638,0.7286748662244514
9,100,0.1,0.3,0.6542372881355932,0.806060606060606,0.7228260869565217,0.7277079937175737
9,100,0.1,0.35,0.6593220338983051,0.793939393939394,0.7227586206896551,0.7253400161757847
9,100,0.1,0.4,0.6694915254237288,0.7757575757575758,0.7241867043847241,0.7231452685220097
9,100,0.1,0.45,0.6711864406779661,0.7515151515151515,0.7188405797101449,0.7138473906344208
9,100,0.1,0.5,0.6661016949152543,0.7151515151515152,0.7055306427503737,0.6955946176057144
9,100,0.01,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
9,100,0.01,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
9,100,0.01,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
9,100,0.01,0.2,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
9,100,0.01,0.25,0.5813559322033899,0.9848484848484849,0.7246376811594203,0.7636140327370984
9,100,0.01,0.3,0.6067796610169491,0.9606060606060606,0.7321016166281755,0.7664957794170618
9,100,0.01,0.35,0.6322033898305085,0.9242424242424242,0.7376058041112455,0.7646838727280594
9,100,0.01,0.4,0.652542372881356,0.8818181818181818,0.7395171537484118,0.7579592361493166
9,100,0.01,0.45,0.6542372881355932,0.806060606060606,0.7228260869565217,0.7277079937175737
9,100,0.01,0.5,0.6694915254237288,0.7424242424242424,0.7153284671532847,0.7090814116670853
9,100,0.001,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
9,100,0.001,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
9,100,0.001,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
9,100,0.001,0.2,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
9,100,0.001,0.25,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
9,100,0.001,0.3,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
9,100,0.001,0.35,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
9,100,0.001,0.4,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
9,100,0.001,0.45,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
9,100,0.001,0.5,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,300,0.1,0.05,0.5610169491525424,0.9939393939393939,0.7169398907103824,0.757298744600773
3,300,0.1,0.1,0.5813559322033899,0.9848484848484849,0.7246376811594203,0.7636140327370984
3,300,0.1,0.15,0.5949152542372881,0.9666666666666667,0.7274800456100343,0.763020655504663
3,300,0.1,0.2,0.6203389830508474,0.9454545454545454,0.7358490566037736,0.7672141950363889
3,300,0.1,0.25,0.6305084745762712,0.9151515151515152,0.734793187347932,0.7601510590252395
3,300,0.1,0.3,0.6491525423728813,0.8727272727272727,0.735632183908046,0.7525039996694
3,300,0.1,0.35,0.6474576271186441,0.8212121212121212,0.7226666666666666,0.7304454716658105
3,300,0.1,0.4,0.652542372881356,0.7878787878787878,0.7172413793103448,0.7192208466901628
3,300,0.1,0.45,0.6576271186440678,0.7606060606060606,0.7130681818181819,0.71043378702277
3,300,0.1,0.5,0.6610169491525424,0.7151515151515152,0.7023809523809523,0.69284980556167
3,300,0.01,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,300,0.01,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,300,0.01,0.15,0.5627118644067797,1.0,0.7189542483660131,0.7605553709242643
3,300,0.01,0.2,0.5847457627118644,0.9939393939393939,0.7280799112097668,0.7689216892870084
3,300,0.01,0.25,0.6067796610169491,0.9757575757575757,0.7351598173515982,0.7725656847087077
3,300,0.01,0.3,0.6322033898305085,0.9242424242424242,0.7376058041112455,0.7646838727280594
3,300,0.01,0.35,0.652542372881356,0.8939393939393939,0.7421383647798742,0.762873377200208
3,300,0.01,0.4,0.6847457627118644,0.8636363636363636,0.753968253968254,0.7674501267721606
3,300,0.01,0.45,0.6932203389830508,0.8090909090909091,0.7468531468531469,0.7497214649757021
3,300,0.01,0.5,0.7067796610169491,0.7727272727272727,0.7467057101024891,0.742070881282237
3,300,0.001,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,300,0.001,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,300,0.001,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,300,0.001,0.2,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,300,0.001,0.25,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,300,0.001,0.3,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,300,0.001,0.35,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,300,0.001,0.4,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,300,0.001,0.45,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,300,0.001,0.5,0.6271186440677966,0.9515151515151515,0.7405660377358491,0.7730666111062657
5,300,0.1,0.05,0.588135593220339,0.9757575757575757,0.7260428410372041,0.763312003338373
5,300,0.1,0.1,0.5847457627118644,0.9212121212121213,0.712778429073857,0.7395787709992808
5,300,0.1,0.15,0.6186440677966102,0.9121212121212121,0.7279322853688028,0.752899188428875
5,300,0.1,0.2,0.6372881355932203,0.8848484848484849,0.7318295739348372,0.7513220647921809
5,300,0.1,0.25,0.6406779661016949,0.8575757575757575,0.7275064267352184,0.741920050137557
5,300,0.1,0.3,0.6440677966101694,0.8303030303030303,0.7229551451187335,0.7324419906773111
5,300,0.1,0.35,0.6474576271186441,0.8,0.7173913043478262,0.7216163104888235
5,300,0.1,0.4,0.6542372881355932,0.7787878787878788,0.7158774373259054,0.7163008680831258
5,300,0.1,0.45,0.6542372881355932,0.7424242424242424,0.7060518731988473,0.700904467919561
5,300,0.1,0.5,0.6423728813559322,0.696969696969697,0.6855439642324888,0.674962180852706
5,300,0.01,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,300,0.01,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,300,0.01,0.15,0.5728813559322034,0.996969696969697,0.7230769230769231,0.7643093253262744
5,300,0.01,0.2,0.5915254237288136,0.9848484848484849,0.7295173961840627,0.7686304349204538
5,300,0.01,0.25,0.6237288135593221,0.9484848484848485,0.7382075471698113,0.7701404030713274
5,300,0.01,0.3,0.6491525423728813,0.9121212121212121,0.7441285537700865,0.76846743608806
5,300,0.01,0.35,0.6728813559322034,0.8878787878787879,0.7522464698331194,0.7710022045480369
5,300,0.01,0.4,0.6745762711864407,0.8393939393939394,0.742627345844504,0.7521991854749613
5,300,0.01,0.45,0.6949152542372882,0.8121212121212121,0.7486033519553073,0.7518799394379357
5,300,0.01,0.5,0.6915254237288135,0.7666666666666667,0.7354651162790697,0.7312190688915168
5,300,0.001,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,300,0.001,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,300,0.001,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,300,0.001,0.2,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,300,0.001,0.25,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,300,0.001,0.3,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,300,0.001,0.35,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,300,0.001,0.4,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,300,0.001,0.45,0.5830508474576271,0.990909090909091,0.7266666666666667,0.7668755350111282
5,300,0.001,0.5,0.6559322033898305,0.9121212121212121,0.7478260869565218,0.7719598341558548
7,300,0.1,0.05,0.6050847457627119,0.9151515151515152,0.7216248506571088,0.7472870371904453
7,300,0.1,0.1,0.6288135593220339,0.8878787878787879,0.7279503105590062,0.7482142192532759
7,300,0.1,0.15,0.6389830508474577,0.8636363636363636,0.7279693486590038,0.743529587714275
7,300,0.1,0.2,0.6559322033898305,0.8454545454545455,0.733245729303548,0.7448774927159746
7,300,0.1,0.25,0.6440677966101694,0.8121212121212121,0.7184986595174263,0.7248958894162693
7,300,0.1,0.3,0.6423728813559322,0.7818181818181819,0.7097661623108665,0.7113190751616602
7,300,0.1,0.35,0.6474576271186441,0.7606060606060606,0.7070422535211268,0.7050353137486104
7,300,0.1,0.4,0.652542372881356,0.7393939393939394,0.7041847041847041,0.6987070054866664
7,300,0.1,0.45,0.6457627118644068,0.7090909090909091,0.691285081240768,0.6820462340653614
7,300,0.1,0.5,0.6389830508474577,0.6848484848484848,0.6796992481203008,0.6678435946054145
7,300,0.01,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
7,300,0.01,0.1,0.5644067796610169,1.0,0.7197382769901853,0.7613816855504009
7,300,0.01,0.15,0.588135593220339,0.9878787878787879,0.7284916201117319,0.7681686670702863
7,300,0.01,0.2,0.6084745762711864,0.9636363636363636,0.7335640138408304,0.7685583179161268
7,300,0.01,0.25,0.6305084745762712,0.9333333333333333,0.7386091127098322,0.767483640206479
7,300,0.01,0.3,0.6508474576271186,0.896969696969697,0.7418546365914787,0.763223930396098
7,300,0.01,0.35,0.6576271186440678,0.8575757575757575,0.7369791666666667,0.7507273476288306
7,300,0.01,0.4,0.6728813559322034,0.8212121212121212,0.7374149659863946,0.7438361477102396
7,300,0.01,0.45,0.676271186440678,0.7878787878787878,0.7313642756680732,0.7318380833291798
7,300,0.01,0.5,0.6915254237288135,0.7454545454545455,0.7299703264094957,0.7223167651976182
7,300,0.001,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
7,300,0.001,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
7,300,0.001,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
7,300,0.001,0.2,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
7,300,0.001,0.25,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
7,300,0.001,0.3,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
7,300,0.001,0.35,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
7,300,0.001,0.4,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
7,300,0.001,0.45,0.5915254237288136,0.9727272727272728,0.7270668176670442,0.7637731713743768
7,300,0.001,0.5,0.6644067796610169,0.8909090909090909,0.7480916030534351,0.7678024912078477
9,300,0.1,0.05,0.6423728813559322,0.8787878787878788,0.7332490518331227,0.7514699373256445
9,300,0.1,0.1,0.6610169491525424,0.8515151515151516,0.7375328083989502,0.7500216363555481
9,300,0.1,0.15,0.6627118644067796,0.8212121212121212,0.7314439946018892,0.73845599340693
9,300,0.1,0.2,0.6593220338983051,0.793939393939394,0.7227586206896551,0.7253400161757847
9,300,0.1,0.25,0.6576271186440678,0.7787878787878788,0.7178770949720671,0.7180973641346712
9,300,0.1,0.3,0.6559322033898305,0.7636363636363637,0.7128712871287128,0.7108132847183023
9,300,0.1,0.35,0.6610169491525424,0.7545454545454545,0.7134670487106016,0.7096764841361995
9,300,0.1,0.4,0.652542372881356,0.7333333333333333,0.7024673439767779,0.6961143500638224
9,300,0.1,0.45,0.6423728813559322,0.706060606060606,0.6883308714918759,0.6789214529694713
9,300,0.1,0.5,0.6406779661016949,0.693939393939394,0.6835820895522389,0.6727331498644427
9,300,0.01,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
9,300,0.01,0.1,0.5830508474576271,0.9818181818181818,0.7248322147651007,0.7632337480136365
9,300,0.01,0.15,0.6016949152542372,0.9575757575757575,0.7289504036908881,0.7627403588402943
9,300,0.01,0.2,0.6271186440677966,0.9363636363636364,0.7374701670644391,0.7669841491652907
9,300,0.01,0.25,0.635593220338983,0.8909090909090909,0.7322540473225405,0.7529187861902047
9,300,0.01,0.3,0.6542372881355932,0.8787878787878788,0.7397959183673469,0.7576070284302729
9,300,0.01,0.35,0.652542372881356,0.8393939393939394,0.7299077733860342,0.7406146952204432
9,300,0.01,0.4,0.6576271186440678,0.803030303030303,0.7240437158469947,0.7282337125071218
9,300,0.01,0.45,0.6610169491525424,0.7696969696969697,0.7175141242937852,0.7160760143810991
9,300,0.01,0.5,0.6745762711864407,0.7454545454545455,0.7192982456140351,0.7131096874183404
9,300,0.001,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
9,300,0.001,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
9,300,0.001,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
9,300,0.001,0.2,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
9,300,0.001,0.25,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
9,300,0.001,0.3,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
9,300,0.001,0.35,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
9,300,0.001,0.4,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
9,300,0.001,0.45,0.6101694915254238,0.9393939393939394,0.7294117647058823,0.7596583985417485
9,300,0.001,0.5,0.6677966101694915,0.8333333333333334,0.7372654155495979,0.7461317863508077
3,500,0.1,0.05,0.5711864406779661,0.9878787878787879,0.7204419889502763,0.7598357391690101
3,500,0.1,0.1,0.5864406779661017,0.9727272727272728,0.7246049661399547,0.7612576389444431
3,500,0.1,0.15,0.6050847457627119,0.9454545454545454,0.7281213535589264,0.759553548258728
3,500,0.1,0.2,0.6254237288135593,0.9212121212121213,0.7334137515078408,0.7600165338445072
3,500,0.1,0.25,0.6322033898305085,0.8818181818181818,0.7284105131414268,0.7474773615967057
3,500,0.1,0.3,0.6457627118644068,0.8454545454545455,0.7275097783572361,0.7395756785587294
3,500,0.1,0.35,0.6440677966101694,0.8121212121212121,0.7184986595174263,0.7248958894162693
3,500,0.1,0.4,0.6423728813559322,0.7787878787878788,0.7089655172413794,0.71004209246173
3,500,0.1,0.45,0.6559322033898305,0.7424242424242424,0.7070707070707071,0.7018090509615934
3,500,0.1,0.5,0.6542372881355932,0.7151515151515152,0.6982248520710059,0.689204551786038
3,500,0.01,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,500,0.01,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,500,0.01,0.15,0.5779661016949152,0.9939393939393939,0.7248618784530386,0.7655891246957826
3,500,0.01,0.2,0.6016949152542372,0.9878787878787879,0.7350620067643743,0.7748785699657997
3,500,0.01,0.25,0.6271186440677966,0.9575757575757575,0.7417840375586854,0.7754928130674132
3,500,0.01,0.3,0.6440677966101694,0.9181818181818182,0.7426470588235295,0.7682988912051724
3,500,0.01,0.35,0.6644067796610169,0.8909090909090909,0.7480916030534351,0.7678024912078477
3,500,0.01,0.4,0.6864406779661016,0.8545454545454545,0.7530040053404539,0.7646633792840033
3,500,0.01,0.45,0.6949152542372882,0.8,0.7457627118644068,0.7468926553672318
3,500,0.01,0.5,0.7050847457627119,0.7606060606060606,0.7426035502958579,0.7360981188882102
3,500,0.001,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,500,0.001,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,500,0.001,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,500,0.001,0.2,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,500,0.001,0.25,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,500,0.001,0.3,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,500,0.001,0.35,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,500,0.001,0.4,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,500,0.001,0.45,0.6169491525423729,0.9606060606060606,0.7372093023255814,0.7715881718246717
3,500,0.001,0.5,0.6779661016949152,0.8818181818181818,0.7538860103626944,0.7712234312919305
5,500,0.1,0.05,0.5949152542372881,0.9484848484848485,0.7236994219653179,0.7556998415624848
5,500,0.1,0.1,0.6067796610169491,0.896969696969697,0.7184466019417477,0.7407319866427979
5,500,0.1,0.15,0.6203389830508474,0.8757575757575757,0.7206982543640897,0.7389316043908377
5,500,0.1,0.2,0.6305084745762712,0.8484848484848485,0.7197943444730076,0.7329292225113758
5,500,0.1,0.25,0.6322033898305085,0.8151515151515152,0.7125827814569536,0.7199792288129925
5,500,0.1,0.3,0.6457627118644068,0.796969696969697,0.7156462585034014,0.7194595557791684
5,500,0.1,0.35,0.6423728813559322,0.7696969696969697,0.7065368567454798,0.7062022359327939
5,500,0.1,0.4,0.6440677966101694,0.7424242424242424,0.7000000000000001,0.695497346344804
5,500,0.1,0.45,0.6474576271186441,0.7272727272727273,0.6976744186046512,0.6908015909986741
5,500,0.1,0.5,0.6423728813559322,0.696969696969697,0.6855439642324888,0.674962180852706
5,500,0.01,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,500,0.01,0.1,0.5728813559322034,1.0,0.7236842105263158,0.7655218554861731
5,500,0.01,0.15,0.5830508474576271,0.9878787878787879,0.7260579064587974,0.7656625139317375
5,500,0.01,0.2,0.6152542372881356,0.9696969696969697,0.7381776239907729,0.7743762769919593
5,500,0.01,0.25,0.635593220338983,0.9424242424242424,0.7431302270011948,0.7737158965881402
5,500,0.01,0.3,0.6610169491525424,0.9181818181818182,0.7518610421836228,0.7770199365059945
5,500,0.01,0.35,0.6711864406779661,0.8727272727272727,0.7480519480519479,0.7639885538190622
5,500,0.01,0.4,0.6694915254237288,0.8242424242424242,0.7361299052774019,0.7432879516478517
5,500,0.01,0.45,0.688135593220339,0.796969696969697,0.7408450704225353,0.7419834535375237
5,500,0.01,0.5,0.6830508474576271,0.7515151515151515,0.726207906295754,0.7202579684228443
5,500,0.001,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,500,0.001,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,500,0.001,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,500,0.001,0.2,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,500,0.001,0.25,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,500,0.001,0.3,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,500,0.001,0.35,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,500,0.001,0.4,0.5898305084745763,0.9878787878787879,0.7293064876957495,0.7690052613497045
5,500,0.001,0.45,0.6322033898305085,0.9454545454545454,0.7419738406658739,0.7732105919836426
5,500,0.001,0.5,0.6830508474576271,0.8393939393939394,0.747638326585695,0.7566943711457538
7,500,0.1,0.05,0.6457627118644068,0.8818181818181818,0.7357774968394438,0.7544527968406776
7,500,0.1,0.1,0.6338983050847458,0.8393939393939394,0.7194805194805195,0.7309242546530682
7,500,0.1,0.15,0.6474576271186441,0.8181818181818182,0.7219251336898396,0.7291881929967673
7,500,0.1,0.2,0.6440677966101694,0.793939393939394,0.7138964577656675,0.7173012161050769
7,500,0.1,0.25,0.652542372881356,0.7666666666666667,0.7116736990154712,0.7102942461878312
7,500,0.1,0.3,0.6508474576271186,0.7515151515151515,0.7065527065527065,0.7029717718983255
7,500,0.1,0.35,0.6508474576271186,0.7424242424242424,0.7040229885057472,0.699098229519036
7,500,0.1,0.4,0.6423728813559322,0.7242424242424242,0.6937590711175617,0.686791458905306
7,500,0.1,0.45,0.6423728813559322,0.7121212121212122,0.6901615271659326,0.6815518735476923
