cut_off,accuracy,recall,f1,overall_score
0.4,0.6932203389830508,0.8848484848484849,0.7633986928104575,0.7804891722139976
0.45,0.7101694915254237,0.8636363636363636,0.7692307692307693,0.7810122081308521
0.5,0.7033898305084746,0.8181818181818182,0.7552447552447552,0.7589388013116828
0.05,0.5610169491525424,1.0,0.7181719260065288,0.7597296250530237
0.1,0.5677966101694916,0.996969696969697,0.7207009857612267,0.761822430966805
0.15,0.5864406779661017,0.9878787878787879,0.7276785714285715,0.7673326790911537
0.2,0.6084745762711864,0.9666666666666667,0.7341772151898733,0.7697728193759087
0.25,0.6322033898305085,0.9484848484848485,0.7425860023724792,0.7744247468959454
0.3,0.6457627118644068,0.9272727272727272,0.7454323995127893,0.7728226128833078
0.35,0.6847457627118644,0.906060606060606,0.7627551020408162,0.7845204902710955
0.4,0.7033898305084746,0.8727272727272727,0.7669773635153129,0.7810314889170201
0.45,0.7,0.8333333333333334,0.7565337001375516,0.7632890111569616
0.5,0.6949152542372882,0.7727272727272727,0.7391304347826088,0.7355909872490566
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5677966101694916,1.0,0.7213114754098361,0.7630360285264426
0.15,0.5915254237288136,0.996969696969697,0.731924360400445,0.7734731603663185
0.2,0.6271186440677966,0.990909090909091,0.7482837528604119,0.7887704959457665
