,game_id,season,game_type,week,gameday,weekday,gametime,gametime_hour,gametime_minute,away_team,away_score,home_team,home_score,location,result,total,overtime,pfr,espn,away_rest,home_rest,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,div_game,roof,surface,temp,wind,away_qb_id,home_qb_id,referee,stadium_id,stadium,outdoor,grass,playoff,home_DVOA_Rank,home_DVOA,away_DVOA_Rank,away_DVOA,home_win,home_afterbye,away_afterbye,tie
413,2012_10_KC_PIT,2012,REG,10,11/12/2012,Monday,20:30,20,30,KC,13,PIT,16,Home,3,29,1,201211120pit,321112023,11,8,505,-610,12.5,-110,102,39.5,-102,-108,0,outdoors,grass,45,16,00-0023662,00-0022924,Carl Cheffers,PIT00,Heinz Field,1,1,0,19,-0.02,32,-0.44,1,0,1,0
414,2012_11_MIA_BUF,2012,REG,11,11/15/2012,Thursday,20:20,20,20,MIA,14,BUF,19,Home,5,33,0,201211150buf,321115002,4,4,121,-134,1,116,-126,46,-104,-106,1,outdoors,a_turf,35,5,00-0029701,00-0023682,Jeff Triplette,BUF00,Ralph Wilson Stadium,1,0,0,23,-0.12,21,-0.08,1,0,0,0
415,2012_11_ARI_ATL,2012,REG,11,11/18/2012,Sunday,13:00,13,0,ARI,19,ATL,23,Home,4,42,0,201211180atl,321118001,14,7,361,-420,9.5,-108,100,43,-106,-104,0,dome,fieldturf,70,0,00-0027754,00-0026143,Bill Vinovich,ATL00,Georgia Dome,0,0,0,7,0.12,24,-0.14,1,0,0,0
416,2012_11_TB_CAR,2012,REG,11,11/18/2012,Sunday,13:00,13,0,TB,27,CAR,21,Home,-6,48,1,201211180car,321118029,7,7,-110,100,-1,-103,-105,46,-105,-105,1,outdoors,grass,53,9,00-0026993,00-0027939,Bill Leavy,CAR00,Bank of America Stadium,1,1,0,14,0.04,20,-0.07,0,0,0,0
417,2012_11_CLE_DAL,2012,REG,11,11/18/2012,Sunday,13:00,13,0,CLE,20,DAL,23,Home,3,43,1,201211180dal,321118006,14,7,281,-320,7,-104,-104,43.5,-102,-108,0,closed,matrixturf,70,0,00-0029677,00-0021678,Ed Hochuli,DAL00,Cowboys Stadium,0,0,0,17,0.02,25,-0.15,1,0,0,0
418,2012_11_GB_DET,2012,REG,11,11/18/2012,Sunday,13:00,13,0,GB,24,DET,20,Home,-4,44,0,201211180det,321118008,14,7,-160,144,-3,-106,-102,53.5,-108,-102,1,dome,fieldturf,70,0,00-0023459,00-0026498,Ron Winter,DET00,Ford Field,0,0,0,16,0.03,5,0.26,0,0,0,0
419,2012_11_JAX_HOU,2012,REG,11,11/18/2012,Sunday,13:00,13,0,JAX,37,HOU,43,Home,6,80,1,201211180htx,321118034,10,7,925,-1350,15,-106,-102,40.5,-102,-108,1,closed,grass,70,0,00-0027948,00-0022787,Clete Blakeman,HOU00,Reliant Stadium,0,1,0,9,0.1,31,-0.35,1,0,0,0
420,2012_11_CIN_KC,2012,REG,11,11/18/2012,Sunday,13:00,13,0,CIN,28,KC,6,Home,-22,34,0,201211180kan,321118012,7,6,-165,149,-3,-110,102,41,-108,-102,0,outdoors,grass,59,15,00-0027973,00-0023662,Gene Steratore,KAN00,Arrowhead Stadium,1,1,0,32,-0.44,13,0.04,0,0,0,0
421,2012_11_NYJ_STL,2012,REG,11,11/18/2012,Sunday,13:00,13,0,NYJ,27,STL,13,Home,-14,40,0,201211180ram,321118014,7,7,164,-182,3.5,-107,-101,38,-104,-106,0,dome,astroplay,70,0,00-0026898,00-0027854,Jerome Boger,STL00,Edward Jones Dome,0,0,0,15,0.04,27,-0.19,0,0,0,0
422,2012_11_PHI_WAS,2012,REG,11,11/18/2012,Sunday,13:00,13,0,PHI,6,WAS,31,Home,25,37,0,201211180was,321118028,7,14,160,-178,3.5,-110,102,46,-110,100,1,outdoors,grass,52,9,00-0029567,00-0029665,Terry McAulay,WAS00,FedExField,1,1,0,11,0.09,28,-0.25,1,0,0,0
423,2012_11_NO_OAK,2012,REG,11,11/18/2012,Sunday,16:05,16,5,NO,38,OAK,17,Home,-21,55,0,201211180rai,321118013,7,7,-236,211,-6,104,-113,56.5,-108,-102,0,outdoors,grass,61,3,00-0020531,00-0021429,Peter Morelli,OAK00,O.co Coliseum,1,1,0,29,-0.3,18,-0.01,0,0,0,0
424,2012_11_SD_DEN,2012,REG,11,11/18/2012,Sunday,16:25,16,25,SD,23,DEN,30,Home,7,53,0,201211180den,321118007,7,7,314,-360,7.5,-108,100,47.5,-108,-102,1,outdoors,grass,62,3,00-0022942,00-0010346,Carl Cheffers,DEN00,Sports Authority Field at Mile High,1,1,0,2,0.36,22,-0.11,1,0,0,0
425,2012_11_IND_NE,2012,REG,11,11/18/2012,Sunday,16:25,16,25,IND,24,NE,59,Home,35,83,0,201211180nwe,321118017,10,7,400,-470,10,-102,-106,54.5,-103,-107,0,outdoors,fieldturf,42,14,00-0029668,00-0019596,John Parry,BOS00,Gillette Stadium,1,0,0,3,0.34,26,-0.16,1,0,0,0
426,2012_11_BAL_PIT,2012,REG,11,11/18/2012,Sunday,20:20,20,20,BAL,13,PIT,10,Home,-3,23,0,201211180pit,321118023,7,6,-156,141,-3,-104,-104,41,-101,-109,1,outdoors,grass,46,5,00-0026158,00-0022177,Walt Anderson,PIT00,Heinz Field,1,1,0,19,-0.02,10,0.09,0,0,0,0
427,2012_11_CHI_SF,2012,REG,11,11/19/2012,Monday,20:30,20,30,CHI,7,SF,32,Home,25,39,0,201211190sfo,321119025,8,8,171,-190,3.5,100,-108,34,-103,-107,0,outdoors,grass,64,12,00-0023460,00-0027974,Tony Corrente,SFO00,Candlestick Park,1,1,0,4,0.3,6,0.2,1,0,0,0
428,2012_12_HOU_DET,2012,REG,12,11/22/2012,Thursday,12:30,12,30,HOU,34,DET,31,Home,-3,65,1,201211220det,321122008,4,4,-170,153,-3.5,107,-116,48.5,-113,102,0,dome,fieldturf,70,0,00-0022787,00-0026498,Walt Coleman,DET00,Ford Field,0,0,0,16,0.03,9,0.1,0,0,0,0
429,2012_12_WAS_DAL,2012,REG,12,11/22/2012,Thursday,16:15,16,15,WAS,38,DAL,31,Home,-7,69,0,201211220dal,321122006,4,4,166,-185,3.5,100,-108,47,-101,-109,1,closed,matrixturf,70,0,00-0029665,00-0021678,Bill Leavy,DAL00,Cowboys Stadium,0,0,0,17,0.02,11,0.09,0,0,0,0
430,2012_12_NE_NYJ,2012,REG,12,11/22/2012,Thursday,20:20,20,20,NE,49,NYJ,19,Home,-30,68,0,201211220nyj,321122020,4,4,-277,245,-7,101,-109,48,-109,-101,1,outdoors,fieldturf,46,2,00-0019596,00-0026898,Mike Carey,NYC01,MetLife Stadium,1,0,0,27,-0.19,3,0.34,0,0,0,0
431,2012_12_MIN_CHI,2012,REG,12,11/25/2012,Sunday,13:00,13,0,MIN,10,CHI,28,Home,18,38,0,201211250chi,321125003,14,6,227,-255,6.5,100,-108,38.5,100,-110,1,outdoors,grass,41,5,00-0027950,00-0024226,Scott Green,CHI98,Soldier Field,1,1,0,6,0.2,12,0.07,1,0,0,0
432,2012_12_OAK_CIN,2012,REG,12,11/25/2012,Sunday,13:00,13,0,OAK,10,CIN,34,Home,24,44,0,201211250cin,321125004,7,7,338,-390,9.5,-119,110,50.5,-101,-109,0,outdoors,fieldturf,41,9,00-0021429,00-0027973,Alberto Riveron,CIN00,Paul Brown Stadium,1,0,0,13,0.04,29,-0.3,1,0,0,0
433,2012_12_PIT_CLE,2012,REG,12,11/25/2012,Sunday,13:00,13,0,PIT,14,CLE,20,Home,6,34,0,201211250cle,321125005,7,7,-114,103,-1,-108,100,33,105,-116,1,outdoors,grass,34,10,00-0000865,00-0029677,Ron Winter,CLE00,Cleveland Browns Stadium,1,1,0,25,-0.15,19,-0.02,1,0,0,0
434,2012_12_BUF_IND,2012,REG,12,11/25/2012,Sunday,13:00,13,0,BUF,13,IND,20,Home,7,33,0,201211250clt,321125011,10,7,120,-132,2,101,-109,51,-107,-103,0,closed,fieldturf,70,0,00-0023682,00-0029668,Ed Hochuli,IND00,Lucas Oil Stadium,0,0,0,26,-0.16,23,-0.12,1,0,0,0
435,2012_12_TEN_JAX,2012,REG,12,11/25/2012,Sunday,13:00,13,0,TEN,19,JAX,24,Home,5,43,0,201211250jax,321125030,14,7,-160,144,-3.5,115,-125,45,-113,102,1,outdoors,grass,60,4,00-0027946,00-0026197,Walt Anderson,JAX00,EverBank Field,1,1,0,31,-0.35,30,-0.31,1,0,0,0
436,2012_12_DEN_KC,2012,REG,12,11/25/2012,Sunday,13:00,13,0,DEN,17,KC,9,Home,-8,26,0,201211250kan,321125012,7,7,-470,400,-10,106,-115,41.5,102,-113,1,outdoors,grass,52,5,00-0010346,00-0025409,Jerome Boger,KAN00,Arrowhead Stadium,1,1,0,32,-0.44,2,0.36,0,0,0,0
437,2012_12_SEA_MIA,2012,REG,12,11/25/2012,Sunday,13:00,13,0,SEA,21,MIA,24,Home,3,45,0,201211250mia,321125015,14,10,-176,159,-3,-122,113,37.5,102,-113,0,outdoors,grass,72,6,00-0029263,00-0029701,Clete Blakeman,MIA00,Sun Life Stadium,1,1,0,21,-0.08,1,0.38,1,0,0,0
438,2012_12_ATL_TB,2012,REG,12,11/25/2012,Sunday,13:00,13,0,ATL,24,TB,23,Home,-1,47,0,201211250tam,321125027,7,7,-116,105,-1,-108,100,50.5,-103,-107,1,outdoors,grass,65,7,00-0026143,00-0026993,Jeff Triplette,TAM00,Raymond James Stadium,1,1,0,20,-0.07,7,0.12,0,0,0,0
439,2012_12_BAL_SD,2012,REG,12,11/25/2012,Sunday,16:05,16,5,BAL,16,SD,13,Home,-3,29,1,201211250sdg,321125024,7,7,-109,-101,-1,-103,-105,46.5,-104,-106,0,outdoors,grass,59,1,00-0026158,00-0022942,Gene Steratore,SDG00,Qualcomm Stadium,1,1,0,22,-0.11,10,0.09,0,0,0,0
440,2012_12_STL_ARI,2012,REG,12,11/25/2012,Sunday,16:25,16,25,STL,31,ARI,17,Home,-14,48,0,201211250crd,321125022,7,7,105,-116,1,101,-109,36,102,-113,1,closed,grass,70,0,00-0027854,00-0029531,Tony Corrente,PHO00,University of Phoenix Stadium,0,1,0,24,-0.14,15,0.04,0,0,0,0
441,2012_12_SF_NO,2012,REG,12,11/25/2012,Sunday,16:25,16,25,SF,31,NO,21,Home,-10,52,0,201211250nor,321125018,6,7,-127,115,-1,-120,111,50,-106,-104,0,dome,sportturf,70,0,00-0027974,00-0020531,John Parry,NOR00,Mercedes-Benz Superdome,0,0,0,18,-0.01,4,0.3,0,0,0,0
442,2012_12_GB_NYG,2012,REG,12,11/25/2012,Sunday,20:20,20,20,GB,10,NYG,38,Home,28,48,0,201211250nyg,321125019,7,14,120,-132,1,117,-127,50,-105,-105,0,outdoors,fieldturf,34,17,00-0023459,00-0022803,Terry McAulay,NYC01,MetLife Stadium,1,0,0,8,0.12,5,0.26,1,0,0,0
443,2012_12_CAR_PHI,2012,REG,12,11/26/2012,Monday,20:30,20,30,CAR,30,PHI,22,Home,-8,52,0,201211260phi,321126021,8,8,-162,146,-3,-113,104,41.5,-105,-105,0,outdoors,grass,36,2,00-0027939,00-0029567,Peter Morelli,PHI00,Lincoln Financial Field,1,1,0,28,-0.25,14,0.04,0,0,0,0
444,2012_13_NO_ATL,2012,REG,13,11/29/2012,Thursday,20:20,20,20,NO,13,ATL,23,Home,10,36,0,201211290atl,321129001,4,4,164,-182,3.5,-106,-102,54.5,-102,-108,1,dome,fieldturf,70,0,00-0020531,00-0026143,Scott Green,ATL00,Georgia Dome,0,0,0,7,0.12,18,-0.01,1,0,0,0
445,2012_13_JAX_BUF,2012,REG,13,12/2/2012,Sunday,13:00,13,0,JAX,18,BUF,34,Home,16,52,0,201212020buf,321202002,7,7,239,-270,6,-102,-106,41,-105,-105,0,outdoors,a_turf,52,17,00-0026197,00-0023682,Peter Morelli,BUF00,Ralph Wilson Stadium,1,0,0,23,-0.12,31,-0.35,1,0,0,0
446,2012_13_SEA_CHI,2012,REG,13,12/2/2012,Sunday,13:00,13,0,SEA,23,CHI,17,Home,-6,40,1,201212020chi,321202003,7,7,141,-156,3,-101,-107,36.5,-105,-105,0,outdoors,grass,61,4,00-0029263,00-0024226,Mike Carey,CHI98,Soldier Field,1,1,0,6,0.2,1,0.38,0,0,0,0
447,2012_13_IND_DET,2012,REG,13,12/2/2012,Sunday,13:00,13,0,IND,35,DET,33,Home,-2,68,0,201212020det,321202008,7,10,273,-310,7,-102,-106,51.5,100,-110,0,dome,fieldturf,70,0,00-0029668,00-0026498,Bill Vinovich,DET00,Ford Field,0,0,0,16,0.03,26,-0.16,0,0,0,0
448,2012_13_MIN_GB,2012,REG,13,12/2/2012,Sunday,13:00,13,0,MIN,14,GB,23,Home,9,37,0,201212020gnb,321202009,7,7,318,-365,7,102,-110,47,-104,-106,1,outdoors,grass,45,8,00-0027950,00-0023459,Ed Hochuli,GNB00,Lambeau Field,1,1,0,5,0.26,12,0.07,1,0,0,0
449,2012_13_CAR_KC,2012,REG,13,12/2/2012,Sunday,13:00,13,0,CAR,21,KC,27,Home,6,48,0,201212020kan,321202012,6,7,-210,188,-5,-102,-106,41,-106,-104,0,outdoors,grass,61,0,00-0027939,00-0025409,John Parry,KAN00,Arrowhead Stadium,1,1,0,32,-0.44,14,0.04,1,0,0,0
450,2012_13_NE_MIA,2012,REG,13,12/2/2012,Sunday,13:00,13,0,NE,23,MIA,16,Home,-7,39,0,201212020mia,321202015,10,7,-330,289,-7,102,-110,51,-103,-107,1,outdoors,grass,77,18,00-0019596,00-0029701,Ron Winter,MIA00,Sun Life Stadium,1,1,0,21,-0.08,3,0.34,0,0,0,0
451,2012_13_ARI_NYJ,2012,REG,13,12/2/2012,Sunday,13:00,13,0,ARI,6,NYJ,7,Home,1,13,0,201212020nyj,321202020,7,10,222,-250,6,-104,-104,37,104,-115,0,outdoors,fieldturf,46,6,00-0029531,00-0026898,Walt Anderson,NYC01,MetLife Stadium,1,0,0,27,-0.19,24,-0.14,1,0,0,0
452,2012_13_SF_STL,2012,REG,13,12/2/2012,Sunday,13:00,13,0,SF,13,STL,16,Home,3,29,1,201212020ram,321202014,7,7,-330,289,-7,-106,-102,40.5,-104,-106,1,dome,astroplay,70,0,00-0027974,00-0027854,Carl Cheffers,STL00,Edward Jones Dome,0,0,0,15,0.04,4,0.3,1,0,0,0
453,2012_13_HOU_TEN,2012,REG,13,12/2/2012,Sunday,13:00,13,0,HOU,24,TEN,10,Home,-14,34,0,201212020oti,321202010,10,7,-295,260,-7,107,-116,47.5,-104,-106,1,outdoors,grass,66,19,00-0022787,00-0027946,Tony Corrente,NAS00,LP Field,1,1,0,30,-0.31,9,0.1,0,0,0,0
454,2012_13_TB_DEN,2012,REG,13,12/2/2012,Sunday,16:05,16,5,TB,23,DEN,31,Home,8,54,0,201212020den,321202007,7,7,346,-400,9.5,-121,112,50,-105,-105,0,outdoors,grass,64,4,00-0026993,00-0010346,Terry McAulay,DEN00,Sports Authority Field at Mile High,1,1,0,2,0.36,20,-0.07,1,0,0,0
455,2012_13_PIT_BAL,2012,REG,13,12/2/2012,Sunday,16:25,16,25,PIT,23,BAL,20,Home,-3,43,0,201212020rav,321202033,7,7,264,-300,7,-114,105,36.5,-107,-103,1,outdoors,sportturf,57,9,00-0000865,00-0026158,Alberto Riveron,BAL00,M&T Bank Stadium,1,0,0,10,0.09,19,-0.02,0,0,0,0
456,2012_13_CLE_OAK,2012,REG,13,12/2/2012,Sunday,16:25,16,25,CLE,20,OAK,17,Home,-3,37,0,201212020rai,321202013,7,7,-135,122,-2.5,-111,103,39.5,-105,-105,0,outdoors,grass,61,21,00-0029677,00-0021429,Bill Leavy,OAK00,O.co Coliseum,1,1,0,29,-0.3,25,-0.15,0,0,0,0
457,2012_13_CIN_SD,2012,REG,13,12/2/2012,Sunday,16:25,16,25,CIN,20,SD,13,Home,-7,33,0,201212020sdg,321202024,7,7,105,-116,1,-101,-107,45,-108,-102,0,outdoors,grass,66,14,00-0027973,00-0022942,Walt Coleman,SDG00,Qualcomm Stadium,1,1,0,22,-0.11,13,0.04,0,0,0,0
458,2012_13_PHI_DAL,2012,REG,13,12/2/2012,Sunday,20:20,20,20,PHI,33,DAL,38,Home,5,71,0,201212020dal,321202006,6,10,461,-550,10.5,100,-108,44,-105,-105,1,closed,matrixturf,70,0,00-0029567,00-0021678,Jeff Triplette,DAL00,Cowboys Stadium,0,0,0,17,0.02,28,-0.25,1,0,0,0
459,2012_13_NYG_WAS,2012,REG,13,12/3/2012,Monday,20:30,20,30,NYG,16,WAS,17,Home,1,33,0,201212030was,321203028,8,11,-134,121,-2.5,-108,100,50,-107,-103,1,outdoors,grass,55,1,00-0022803,00-0029665,Jerome Boger,WAS00,FedExField,1,1,0,11,0.09,8,0.12,1,0,0,0
460,2012_14_DEN_OAK,2012,REG,14,12/6/2012,Thursday,20:20,20,20,DEN,26,OAK,13,Home,-13,39,0,201212060rai,321206013,4,4,-500,423,-10,102,-110,47,-105,-105,1,outdoors,grass,57,7,00-0010346,00-0021429,Clete Blakeman,OAK00,O.co Coliseum,1,1,0,29,-0.3,2,0.36,0,0,0,0
461,2012_14_STL_BUF,2012,REG,14,12/9/2012,Sunday,13:00,13,0,STL,15,BUF,12,Home,-3,27,0,201212090buf,321209002,7,7,171,-190,3.5,102,-110,42,-107,-103,0,outdoors,a_turf,37,14,00-0027854,00-0023682,Gene Steratore,BUF00,Ralph Wilson Stadium,1,0,0,23,-0.12,15,0.04,0,0,0,0
462,2012_14_ATL_CAR,2012,REG,14,12/9/2012,Sunday,13:00,13,0,ATL,20,CAR,30,Home,10,50,0,201212090car,321209029,10,7,-162,146,-3,-113,104,46.5,100,-110,1,outdoors,grass,70,4,00-0026143,00-0027939,Ed Hochuli,CAR00,Bank of America Stadium,1,1,0,14,0.04,7,0.12,1,0,0,0
463,2012_14_DAL_CIN,2012,REG,14,12/9/2012,Sunday,13:00,13,0,DAL,20,CIN,19,Home,-1,39,0,201212090cin,321209004,7,7,162,-180,3.5,-114,105,46,-104,-106,0,outdoors,fieldturf,53,6,00-0021678,00-0027973,Bill Vinovich,CIN00,Paul Brown Stadium,1,0,0,13,0.04,17,0.02,0,0,0,0
464,2012_14_KC_CLE,2012,REG,14,12/9/2012,Sunday,13:00,13,0,KC,7,CLE,30,Home,23,37,0,201212090cle,321209005,7,7,269,-305,7,-106,-102,38,100,-110,0,outdoors,grass,44,5,00-0025409,00-0029677,Walt Anderson,CLE00,Cleveland Browns Stadium,1,1,0,25,-0.15,32,-0.44,1,0,0,0
465,2012_14_TEN_IND,2012,REG,14,12/9/2012,Sunday,13:00,13,0,TEN,23,IND,27,Home,4,50,0,201212090clt,321209011,7,7,171,-190,3.5,-104,-104,47,-103,-107,1,closed,fieldturf,70,0,00-0027946,00-0029668,Peter Morelli,IND00,Lucas Oil Stadium,0,0,0,26,-0.16,30,-0.31,1,0,0,0
466,2012_14_NYJ_JAX,2012,REG,14,12/9/2012,Sunday,13:00,13,0,NYJ,17,JAX,10,Home,-7,27,0,201212090jax,321209030,7,7,-162,146,-3,-108,100,39.5,104,-115,0,outdoors,grass,67,10,00-0026898,00-0026197,Alberto Riveron,JAX00,EverBank Field,1,1,0,31,-0.35,27,-0.19,0,0,0,0
467,2012_14_CHI_MIN,2012,REG,14,12/9/2012,Sunday,13:00,13,0,CHI,14,MIN,21,Home,7,35,0,201212090min,321209016,7,7,-128,116,-1,-120,111,40.5,-105,-105,1,dome,sportturf,70,0,00-0024226,00-0027950,Walt Coleman,MIN00,Mall of America Field,0,0,0,12,0.07,6,0.2,1,0,0,0
468,2012_14_SD_PIT,2012,REG,14,12/9/2012,Sunday,13:00,13,0,SD,34,PIT,24,Home,-10,58,0,201212090pit,321209023,7,7,305,-350,7,102,-110,37.5,102,-113,0,outdoors,grass,45,10,00-0022942,00-0022924,Scott Green,PIT00,Heinz Field,1,1,0,19,-0.02,22,-0.11,0,0,0,0
469,2012_14_PHI_TB,2012,REG,14,12/9/2012,Sunday,13:00,13,0,PHI,23,TB,21,Home,-2,44,0,201212090tam,321209027,7,7,289,-330,8,-125,115,47.5,100,-110,0,outdoors,grass,69,1,00-0029567,00-0026993,Ron Winter,TAM00,Raymond James Stadium,1,1,0,20,-0.07,28,-0.25,0,0,0,0
470,2012_14_BAL_WAS,2012,REG,14,12/9/2012,Sunday,13:00,13,0,BAL,28,WAS,31,Home,3,59,1,201212090was,321209028,7,6,108,-119,1,104,-113,47.5,-113,102,0,outdoors,grass,51,7,00-0026158,00-0029665,John Parry,WAS00,FedExField,1,1,0,11,0.09,10,0.09,1,0,0,0
471,2012_14_MIA_SF,2012,REG,14,12/9/2012,Sunday,16:05,16,5,MIA,13,SF,27,Home,14,40,0,201212090sfo,321209025,7,7,468,-560,10.5,104,-113,38.5,102,-113,0,outdoors,grass,62,3,00-0029701,00-0027974,Mike Carey,SFO00,Candlestick Park,1,1,0,4,0.3,21,-0.08,1,0,0,0
472,2012_14_NO_NYG,2012,REG,14,12/9/2012,Sunday,16:25,16,25,NO,27,NYG,52,Home,25,79,0,201212090nyg,321209019,10,6,184,-205,4,-102,-106,52.5,-107,-103,0,outdoors,fieldturf,42,1,00-0020531,00-0022803,Jeff Triplette,NYC01,MetLife Stadium,1,0,0,8,0.12,18,-0.01,1,0,0,0
473,2012_14_ARI_SEA,2012,REG,14,12/9/2012,Sunday,16:25,16,25,ARI,0,SEA,58,Home,58,58,0,201212090sea,321209026,7,7,457,-545,10.5,-106,-102,36,-105,-105,1,outdoors,fieldturf,48,8,00-0027754,00-0029263,Carl Cheffers,SEA00,CenturyLink Field,1,0,0,1,0.38,24,-0.14,1,0,0,0
474,2012_14_DET_GB,2012,REG,14,12/9/2012,Sunday,20:20,20,20,DET,20,GB,27,Home,7,47,0,201212090gnb,321209009,7,7,217,-244,6,-113,104,49.5,-111,101,1,outdoors,grass,33,10,00-0026498,00-0023459,Tony Corrente,GNB00,Lambeau Field,1,1,0,5,0.26,16,0.03,1,0,0,0
475,2012_14_HOU_NE,2012,REG,14,12/10/2012,Monday,20:30,20,30,HOU,14,NE,42,Home,28,56,0,201212100nwe,321210017,8,8,207,-232,5.5,-109,101,50.5,-103,-107,0,outdoors,fieldturf,59,7,00-0022787,00-0019596,Terry McAulay,BOS00,Gillette Stadium,1,0,0,3,0.34,9,0.1,1,0,0,0
476,2012_15_CIN_PHI,2012,REG,15,12/13/2012,Thursday,20:20,20,20,CIN,34,PHI,13,Home,-21,47,0,201212130phi,321213021,4,4,-219,196,-4.5,-108,100,45,105,-116,0,outdoors,grass,36,1,00-0027973,00-0029567,Carl Cheffers,PHI00,Lincoln Financial Field,1,1,0,28,-0.25,13,0.04,0,0,0,0
477,2012_15_NYG_ATL,2012,REG,15,12/16/2012,Sunday,13:00,13,0,NYG,0,ATL,34,Home,34,34,0,201212160atl,321216001,7,7,100,-110,1,-104,-104,50,-109,-101,0,dome,fieldturf,70,0,00-0022803,00-0026143,Bill Leavy,ATL00,Georgia Dome,0,0,0,7,0.12,8,0.12,1,0,0,0
478,2012_15_DEN_BAL,2012,REG,15,12/16/2012,Sunday,13:00,13,0,DEN,34,BAL,17,Home,-17,51,0,201212160rav,321216033,10,7,-145,131,-3,110,-119,48,-103,-107,0,outdoors,sportturf,53,7,00-0010346,00-0026158,Peter Morelli,BAL00,M&T Bank Stadium,1,0,0,10,0.09,2,0.36,0,0,0,0
479,2012_15_GB_CHI,2012,REG,15,12/16/2012,Sunday,13:00,13,0,GB,21,CHI,13,Home,-8,34,0,201212160chi,321216003,7,7,-146,132,-3,104,-113,43,-109,-101,1,outdoors,grass,44,9,00-0023459,00-0024226,Walt Anderson,CHI98,Soldier Field,1,1,0,6,0.2,5,0.26,0,0,0,0
480,2012_15_WAS_CLE,2012,REG,15,12/16/2012,Sunday,13:00,13,0,WAS,38,CLE,21,Home,-17,59,0,201212160cle,321216005,7,7,190,-212,4,101,-109,40.5,-102,-108,0,outdoors,grass,59,18,00-0029604,00-0029677,Bill Vinovich,CLE00,Cleveland Browns Stadium,1,1,0,25,-0.15,11,0.09,0,0,0,0
481,2012_15_IND_HOU,2012,REG,15,12/16/2012,Sunday,13:00,13,0,IND,17,HOU,29,Home,12,46,0,201212160htx,321216034,7,6,423,-500,10.5,100,-108,47.5,-104,-106,1,closed,grass,70,0,00-0029668,00-0022787,Jeff Triplette,HOU00,Reliant Stadium,0,1,0,9,0.1,26,-0.16,1,0,0,0
482,2012_15_JAX_MIA,2012,REG,15,12/16/2012,Sunday,13:00,13,0,JAX,3,MIA,24,Home,21,27,0,201212160mia,321216015,7,7,310,-355,7.5,-113,104,38.5,-102,-108,0,outdoors,grass,80,13,00-0026197,00-0029701,John Parry,MIA00,Sun Life Stadium,1,1,0,21,-0.08,31,-0.35,1,0,0,0
483,2012_15_TB_NO,2012,REG,15,12/16/2012,Sunday,13:00,13,0,TB,0,NO,41,Home,41,41,0,201212160nor,321216018,7,7,173,-192,3.5,-104,-104,54.5,-105,-105,1,dome,sportturf,70,0,00-0026993,00-0020531,Mike Carey,NOR00,Mercedes-Benz Superdome,0,0,0,18,-0.01,20,-0.07,1,0,0,0
484,2012_15_MIN_STL,2012,REG,15,12/16/2012,Sunday,13:00,13,0,MIN,36,STL,22,Home,-14,58,0,201212160ram,321216014,7,7,120,-133,1,116,-126,39,-106,-104,0,dome,astroplay,70,0,00-0027950,00-0027854,Alberto Riveron,STL00,Edward Jones Dome,0,0,0,15,0.04,12,0.07,0,0,0,0
485,2012_15_DET_ARI,2012,REG,15,12/16/2012,Sunday,16:05,16,5,DET,10,ARI,38,Home,28,48,0,201212160crd,321216022,7,7,-224,200,-5.5,104,-113,43.5,100,-110,0,closed,grass,70,0,00-0026498,00-0029531,Jerome Boger,PHO00,University of Phoenix Stadium,0,1,0,24,-0.14,16,0.03,1,0,0,0
486,2012_15_SEA_BUF,2012,REG,15,12/16/2012,Sunday,16:05,16,5,SEA,50,BUF,17,Home,-33,67,0,201212160buf,321216002,7,7,-212,190,-4.5,-104,-104,44,-110,100,0,dome,a_turf,70,0,00-0029263,00-0023682,Scott Green,BUF01,Rogers Centre,0,0,0,23,-0.12,1,0.38,0,0,0,0
487,2012_15_CAR_SD,2012,REG,15,12/16/2012,Sunday,16:05,16,5,CAR,31,SD,7,Home,-24,38,0,201212160sdg,321216024,7,7,144,-160,3,-102,-106,45,-107,-103,0,outdoors,grass,59,6,00-0027939,00-0022942,Terry McAulay,SDG00,Qualcomm Stadium,1,1,0,22,-0.11,14,0.04,0,0,0,0
488,2012_15_PIT_DAL,2012,REG,15,12/16/2012,Sunday,16:25,16,25,PIT,24,DAL,27,Home,3,51,1,201212160dal,321216006,7,7,-132,120,-1,-125,115,45.5,-104,-106,0,closed,matrixturf,70,0,00-0022924,00-0021678,Clete Blakeman,DAL00,Cowboys Stadium,0,0,0,17,0.02,19,-0.02,1,0,0,0
489,2012_15_KC_OAK,2012,REG,15,12/16/2012,Sunday,16:25,16,25,KC,0,OAK,15,Home,15,15,0,201212160rai,321216013,7,10,188,-210,4.5,-108,100,44,-106,-104,1,outdoors,grass,54,2,00-0025409,00-0021429,Tony Corrente,OAK00,O.co Coliseum,1,1,0,29,-0.3,32,-0.44,1,0,0,0
490,2012_15_SF_NE,2012,REG,15,12/16/2012,Sunday,20:20,20,20,SF,41,NE,34,Home,-7,75,0,201212160nwe,321216017,7,6,179,-199,4,-106,-102,47,-105,-105,0,outdoors,fieldturf,34,5,00-0027974,00-0019596,Ed Hochuli,BOS00,Gillette Stadium,1,0,0,3,0.34,4,0.3,0,0,0,0
