away_moneyline,home_moneyline,spread_line,home_spread_odds,total_line,temp,home_DVOA_Rank,home_DVOA,away_DVOA_Rank,away_DVOA,home_win
235,-265,6.5,-105,44.5,74,13,0.05,31,-0.31,1
-123,111,-2.0,-105,43.0,71,23,-0.08,4,0.22,0
111,-123,1.5,-109,51.0,70,11,0.08,3,0.23,1
-260,231,-6.0,100,45.5,85,32,-0.31,14,0.05,0
704,-900,14.0,108,47.5,78,5,0.22,30,-0.3,1
442,-525,10.0,-102,49.5,70,15,0.03,25,-0.1,1
103,-114,1.0,-107,41.5,70,22,-0.08,18,-0.01,1
187,-209,4.0,-107,50.5,79,7,0.13,28,-0.29,1
-120,109,-1.5,-105,45.0,70,17,-0.01,6,0.17,0
-150,136,-3.0,-117,41.0,70,20,-0.03,12,0.06,1
216,-242,6.0,100,43.0,88,16,0.03,10,0.1,0
186,-208,4.0,-105,48.0,70,1,0.32,2,0.29,1
171,-190,3.0,-127,42.5,79,24,-0.1,8,0.11,0
108,-119,1.5,-105,44.5,60,27,-0.17,26,-0.15,0
157,-174,3.0,-119,44.5,64,28,-0.29,22,-0.08,0
141,-156,3.5,118,42.5,78,4,0.22,24,-0.1,1
-123,111,-2.0,-105,51.0,70,26,-0.15,3,0.23,0
121,-134,3.0,113,44.0,70,18,-0.01,9,0.11,1
289,-330,7.5,106,45.5,70,14,0.05,31,-0.31,1
108,-119,2.0,-101,43.5,80,27,-0.17,11,0.08,0
-190,171,-4.0,-110,41.0,74,30,-0.3,16,0.03,0
301,-345,7.5,109,44.5,74,8,0.11,29,-0.29,0
461,-550,13.0,111,45.0,73,19,-0.02,32,-0.31,1
-231,206,-5.5,-101,48.0,82,25,-0.1,21,-0.03,1
186,-208,3.5,-110,48.5,72,12,0.06,7,0.13,1
-138,125,-3.0,-123,53.5,70,6,0.17,15,0.03,1
-138,125,-3.0,-123,45.0,82,10,0.1,5,0.22,1
346,-400,8.5,-110,46.5,62,3,0.23,25,-0.1,1
106,-117,1.5,-105,46.5,60,24,-0.1,26,-0.15,1
210,-235,5.0,-104,47.5,70,6,0.17,18,-0.01,1
197,-220,4.5,-102,43.0,70,11,0.08,9,0.11,0
126,-139,2.5,-113,49.5,70,14,0.05,4,0.22,1
-230,205,-6.0,-110,47.0,71,32,-0.31,8,0.11,0
461,-550,11.0,-103,47.5,70,15,0.03,29,-0.29,1
176,-196,4.0,-103,50.5,55,22,-0.08,21,-0.03,1
175,-195,3.5,-108,48.0,59,7,0.13,17,-0.01,1
-116,105,-1.0,-103,44.5,67,31,-0.31,23,-0.08,0
305,-350,8.0,-106,47.0,71,2,0.29,20,-0.03,1
256,-290,7.0,106,44.5,91,19,-0.02,27,-0.17,1
181,-202,4.0,-108,43.5,85,12,0.06,10,0.1,1
-130,118,-2.5,-102,46.0,47,5,0.22,13,0.05,1
-295,260,-7.0,-108,45.5,67,28,-0.29,1,0.32,0
-125,113,-2.5,-108,46.0,70,18,-0.01,14,0.05,0
106,-117,1.0,-110,44.0,55,9,0.11,5,0.22,0
111,-123,2.5,100,46.5,58,23,-0.08,8,0.11,1
-115,104,-1.5,-110,46.5,86,16,0.03,3,0.23,0
102,-113,1.0,-105,43.0,53,25,-0.1,11,0.08,0
-420,361,-10.0,-123,47.0,61,27,-0.17,2,0.29,0
-177,159,-3.5,-115,44.0,84,29,-0.29,4,0.22,0
186,-208,4.0,-108,42.5,67,31,-0.31,32,-0.31,1
-340,297,-7.0,-102,43.5,77,30,-0.3,19,-0.02,0
205,-230,5.0,-109,47.0,70,20,-0.03,28,-0.29,1
171,-190,3.5,-110,55.5,70,21,-0.03,26,-0.15,0
385,-450,10.0,-102,47.0,60,1,0.32,6,0.17,0
106,-117,1.0,-110,50.5,57,7,0.13,22,-0.08,1
-188,169,-3.5,-114,44.0,70,17,-0.01,12,0.06,0
423,-500,9.5,104,44.5,64,5,0.22,27,-0.17,1
264,-300,7.0,102,49.5,54,4,0.22,21,-0.03,1
264,-300,7.0,100,43.5,41,9,0.11,25,-0.1,1
156,-173,3.0,-117,47.5,50,26,-0.15,16,0.03,0
108,-119,1.5,-107,45.5,70,11,0.08,15,0.03,1
248,-280,6.5,-105,48.5,48,3,0.23,24,-0.1,1
161,-179,3.0,-128,50.5,70,14,0.05,13,0.05,1
-202,181,-4.0,-106,44.5,76,32,-0.31,23,-0.08,1
-305,269,-7.0,-110,43.5,70,17,-0.01,1,0.32,1
220,-247,6.0,100,46.0,55,28,-0.29,31,-0.31,1
139,-154,3.0,-105,46.0,75,19,-0.02,10,0.1,0
205,-230,5.0,-105,47.0,70,6,0.17,22,-0.08,1
-185,166,-3.5,-104,46.0,69,30,-0.3,20,-0.03,0
264,-300,7.0,100,48.0,67,2,0.29,12,0.06,1
146,-162,3.0,-106,44.5,57,8,0.11,18,-0.01,1
358,-415,9.0,-104,51.0,68,2,0.29,19,-0.02,1
-170,153,-3.5,-118,45.0,59,21,-0.03,11,0.08,0
-240,214,-6.0,-110,44.5,77,24,-0.1,1,0.32,0
-150,136,-2.5,116,44.5,62,13,0.05,4,0.22,1
-320,281,-7.0,-107,42.0,76,32,-0.31,16,0.03,0
293,-335,7.5,100,44.5,70,10,0.1,17,-0.01,1
201,-225,5.5,-106,51.0,54,5,0.22,26,-0.15,1
131,-145,3.0,104,40.0,59,27,-0.17,9,0.11,0
104,-115,1.0,-108,43.0,77,29,-0.29,25,-0.1,0
-180,162,-3.5,-108,43.0,73,31,-0.31,18,-0.01,0
-105,-105,1.0,102,49.0,70,20,-0.03,7,0.13,1
239,-270,6.5,100,44.5,55,23,-0.08,30,-0.3,1
-225,201,-5.0,-103,48.0,62,8,0.11,14,0.05,1
112,-124,2.0,-108,55.0,70,15,0.03,3,0.23,1
369,-430,9.5,-110,49.0,70,6,0.17,28,-0.29,0
-162,146,-3.0,102,48.5,58,24,-0.1,15,0.03,0
393,-460,10.0,-103,44.0,42,13,0.05,32,-0.31,1
281,-320,7.0,-105,44.0,42,23,-0.08,29,-0.29,1
108,-119,1.5,-105,45.0,70,6,0.17,20,-0.03,0
-114,103,-1.5,-108,48.5,70,18,-0.01,7,0.13,0
377,-440,9.5,-105,41.5,57,10,0.1,27,-0.17,1
130,-144,3.0,103,45.5,70,16,0.03,19,-0.02,1
-112,102,-1.0,-105,43.5,50,25,-0.1,28,-0.29,1
446,-530,10.5,-104,44.0,61,12,0.06,17,-0.01,0
-152,137,-3.0,-106,52.5,35,5,0.22,2,0.29,1
638,-800,13.5,102,43.5,54,1,0.32,30,-0.3,1
116,-128,2.5,-102,47.5,38,8,0.11,4,0.22,1
-149,135,-3.0,-113,51.0,55,22,-0.08,14,0.05,0
222,-250,6.5,103,45.5,42,13,0.05,23,-0.08,0
423,-500,10.5,107,44.5,57,4,0.22,31,-0.31,1
116,-128,2.0,-103,42.0,42,9,0.11,10,0.1,0
131,-145,3.0,104,43.0,70,11,0.08,16,0.03,1
-330,289,-7.5,-113,45.0,50,32,-0.31,6,0.17,0
221,-248,6.0,-110,49.5,70,15,0.03,12,0.06,0
-212,190,-4.5,-104,47.0,58,27,-0.17,8,0.11,1
-170,153,-3.5,-117,47.0,64,29,-0.29,21,-0.03,0
-650,534,-13.0,-108,50.5,68,30,-0.3,2,0.29,0
264,-300,7.0,-110,43.0,70,20,-0.03,17,-0.01,1
385,-450,9.0,-113,44.5,50,1,0.32,22,-0.08,1
330,-380,9.5,-103,53.0,34,3,0.23,26,-0.15,1
293,-335,7.0,-118,48.5,52,7,0.13,24,-0.1,1
175,-195,4.0,103,40.5,74,16,0.03,9,0.11,1
-139,126,-2.5,100,46.5,48,24,-0.1,21,-0.03,0
116,-128,2.5,-107,46.5,31,26,-0.15,25,-0.1,1
191,-213,4.5,-103,42.0,34,23,-0.08,18,-0.01,0
-115,104,-1.0,-103,43.5,21,10,0.1,1,0.32,1
330,-380,8.5,-115,51.0,70,15,0.03,13,0.05,0
-190,171,-4.0,-112,45.0,42,22,-0.08,12,0.06,0
-355,310,-8.0,-105,49.5,70,17,-0.01,2,0.29,1
264,-300,6.5,-113,45.5,45,28,-0.29,29,-0.29,0
423,-500,10.5,111,45.5,72,19,-0.02,30,-0.3,1
-115,104,-1.0,-102,41.5,70,20,-0.03,11,0.08,1
180,-200,4.5,106,55.5,28,3,0.23,7,0.13,1
144,-160,3.0,-113,58.0,70,14,0.05,5,0.22,0
-308,271,-7.0,-110,46.5,25,31,-0.31,8,0.11,0
-330,289,-7.5,-118,42.0,57,30,-0.3,10,0.1,1
131,-145,3.0,108,48.5,70,21,-0.03,23,-0.08,0
181,-202,4.0,-110,47.0,54,26,-0.15,29,-0.29,1
135,-149,3.0,100,44.5,70,18,-0.01,13,0.05,0
569,-700,13.0,102,49.0,70,14,0.05,32,-0.31,1
-340,297,-7.5,-113,50.0,49,25,-0.1,3,0.23,0
273,-310,7.5,111,47.5,58,5,0.22,11,0.08,1
498,-600,11.0,-102,49.0,54,7,0.13,31,-0.31,1
175,-195,4.0,-101,43.5,72,19,-0.02,17,-0.01,1
314,-360,7.5,-110,42.0,51,1,0.32,20,-0.03,1
252,-285,6.5,-115,47.5,39,2,0.29,16,0.03,1
361,-420,9.0,-110,44.0,62,12,0.06,28,-0.29,1
-202,181,-4.0,100,48.5,51,22,-0.08,6,0.17,0
129,-143,2.5,-118,42.0,70,9,0.11,27,-0.17,1
121,-134,2.5,-109,50.5,70,15,0.03,4,0.22,0
289,-330,7.5,-103,46.0,70,11,0.08,26,-0.15,1
144,-160,3.0,-110,56.5,70,6,0.17,7,0.13,0
103,-114,1.0,-107,40.0,68,12,0.06,1,0.32,0
256,-290,6.5,-115,45.5,54,4,0.22,19,-0.02,0
156,-173,3.0,-119,42.0,57,9,0.11,23,-0.08,1
252,-285,7.0,106,43.0,70,18,-0.01,31,-0.31,1
338,-390,7.5,-106,48.5,70,14,0.05,28,-0.29,1
-152,137,-3.0,-110,44.0,71,32,-0.31,22,-0.08,1
129,-143,2.5,-119,41.5,12,25,-0.1,24,-0.1,1
166,-185,3.5,-110,54.5,63,8,0.11,15,0.03,0
256,-290,6.5,-113,43.0,70,17,-0.01,30,-0.3,1
-235,210,-6.0,-113,43.5,77,29,-0.29,13,0.05,0
-117,106,-1.5,-108,45.5,70,21,-0.03,20,-0.03,1
144,-160,3.0,-110,57.0,28,3,0.23,5,0.22,1
-101,-109,1.0,-102,49.0,27,10,0.1,2,0.29,0
-305,269,-6.5,105,41.5,42,27,-0.17,16,0.03,0
-187,168,-3.5,-105,50.5,35,26,-0.15,6,0.17,0
126,-139,3.0,106,47.0,39,13,0.05,8,0.11,0
-154,139,-3.0,-105,50.0,37,23,-0.08,14,0.05,0
408,-480,10.5,104,42.0,70,11,0.08,29,-0.29,1
-274,243,-6.5,100,41.5,61,32,-0.31,18,-0.01,0
146,-162,3.0,-115,45.0,76,16,0.03,4,0.22,0
195,-218,4.5,-105,40.5,32,25,-0.1,27,-0.17,1
346,-400,8.5,-105,50.5,70,15,0.03,24,-0.1,0
-143,129,-3.0,-113,46.5,45,31,-0.31,22,-0.08,0
-134,121,-2.5,-105,44.5,45,28,-0.29,17,-0.01,0
-145,131,-2.5,111,41.5,70,20,-0.03,10,0.1,1
346,-400,9.0,-102,47.0,63,2,0.29,9,0.11,1
-362,315,-8.0,-106,40.0,63,30,-0.3,12,0.06,1
-123,111,-1.5,-102,48.0,45,7,0.13,1,0.32,0
-208,186,-4.0,-101,53.0,67,19,-0.02,5,0.22,0
590,-730,13.5,-107,54.5,33,3,0.23,21,-0.03,1
227,-255,6.0,-109,40.5,70,17,-0.01,20,-0.03,0
-150,136,-3.0,-113,55.0,70,21,-0.03,8,0.11,0
638,-800,14.0,-105,44.5,47,4,0.22,32,-0.31,1
-172,155,-3.5,-115,49.5,38,9,0.11,3,0.23,1
166,-185,3.5,-103,41.0,60,24,-0.1,29,-0.29,1
126,-139,2.5,-113,44.0,43,23,-0.08,13,0.05,0
273,-310,7.0,-108,49.0,70,14,0.05,18,-0.01,1
423,-500,11.0,100,41.5,58,10,0.1,30,-0.3,1
361,-420,9.5,-105,49.0,43,5,0.22,16,0.03,1
264,-300,7.0,105,46.5,43,22,-0.08,28,-0.29,1
-190,171,-4.0,-102,49.0,64,19,-0.02,2,0.29,0
-186,167,-3.5,-113,42.0,54,31,-0.31,27,-0.17,0
305,-350,8.0,-101,42.5,70,11,0.08,25,-0.1,1
369,-430,10.0,109,38.0,46,1,0.32,12,0.06,1
144,-159,3.5,111,54.5,41,7,0.13,6,0.17,0
-177,159,-3.0,111,53.5,44,26,-0.15,15,0.03,0
176,-196,4.0,-103,39.0,58,32,-0.31,31,-0.31,1
-315,277,-7.0,-105,51.0,37,28,-0.29,7,0.13,1
116,-128,2.0,-110,40.5,61,12,0.06,19,-0.02,0
211,-236,6.0,-108,40.0,48,24,-0.1,23,-0.08,1
-410,354,-10.0,-110,44.5,36,26,-0.15,11,0.08,0
-242,216,-6.0,-105,42.0,70,18,-0.01,4,0.22,1
201,-225,4.5,-106,42.0,80,16,0.03,25,-0.1,1
208,-233,6.0,-103,56.0,70,15,0.03,21,-0.03,0
-450,385,-10.0,-118,47.0,34,27,-0.17,5,0.22,0
121,-134,2.5,-107,49.5,36,8,0.11,10,0.1,1
-630,520,-11.5,-113,48.5,75,29,-0.29,3,0.23,0
256,-290,7.0,104,43.5,70,17,-0.01,22,-0.08,0
160,-178,3.5,-101,53.0,70,6,0.17,14,0.05,1
-290,256,-7.0,-113,42.0,64,30,-0.3,9,0.11,1
-390,338,-9.5,-108,36.5,70,20,-0.03,1,0.32,0
-190,171,-3.5,-105,47.0,47,13,0.05,2,0.29,1
760,-1000,14.0,102,40.0,54,4,0.22,23,-0.08,1
346,-400,8.5,-104,38.5,70,18,-0.01,32,-0.31,1
137,-152,3.0,-106,42.5,31,10,0.1,19,-0.02,1
281,-320,7.0,-110,41.0,80,16,0.03,27,-0.17,0
264,-300,7.0,-110,47.0,15,25,-0.1,26,-0.15,1
195,-218,4.5,-110,43.5,49,5,0.22,9,0.11,0
-105,-105,-1.0,-115,51.5,48,22,-0.08,7,0.13,0
-242,216,-6.0,-108,47.0,79,29,-0.29,15,0.03,0
-320,281,-7.5,-113,46.5,40,31,-0.31,14,0.05,0
-250,222,-6.0,-103,47.5,58,28,-0.29,6,0.17,0
116,-128,2.5,-102,48.0,70,21,-0.03,24,-0.1,0
925,-1300,16.5,-110,49.0,40,2,0.29,30,-0.3,1
346,-400,9.0,100,46.5,27,3,0.23,11,0.08,1
446,-530,11.0,100,41.5,43,1,0.32,17,-0.01,1
220,-247,6.0,100,38.0,51,12,0.06,20,-0.03,1
136,-150,3.0,100,48.0,37,8,0.11,13,0.05,1
216,-242,5.5,100,37.5,51,24,-0.1,20,-0.03,1
146,-162,3.0,-108,47.5,48,8,0.11,4,0.22,0
181,-202,3.5,-110,47.0,70,14,0.05,13,0.05,1
231,-260,6.0,-103,47.5,70,6,0.17,11,0.08,1
256,-290,7.0,105,47.5,20,5,0.22,4,0.22,1
569,-700,13.5,-110,40.0,48,1,0.32,24,-0.1,1
205,-230,5.5,-105,52.5,24,3,0.23,6,0.17,1
377,-440,9.5,-113,53.5,40,2,0.29,14,0.05,0
316,-363,8.5,-108,44.5,52,1,0.32,3,0.23,1
281,-320,7.0,-117,52.0,51,5,0.22,14,0.05,1
-105,-105,-1.0,-109,47.0,70,1,0.32,5,0.22,0
305,-350,7.5,101,51.0,65,6,0.23,7,0.2,1
-109,-101,-1.0,-107,44.5,56,13,0.01,24,-0.14,1
-250,222,-5.5,100,48.5,72,19,-0.07,10,0.09,0
-105,-105,-1.0,-110,41.0,70,17,-0.02,5,0.26,0
-145,131,-3.0,-110,41.0,77,27,-0.17,4,0.26,0
166,-185,3.5,-108,39.0,77,9,0.12,30,-0.24,1
-177,159,-3.5,-109,41.5,70,14,0.01,1,0.39,1
-202,181,-4.0,100,45.5,69,16,-0.01,29,-0.21,0
118,-130,2.0,-110,48.5,70,2,0.3,25,-0.15,1
162,-180,3.5,-102,45.5,84,28,-0.17,12,0.05,1
197,-220,4.5,-109,46.5,88,8,0.17,18,-0.04,1
-150,136,-3.0,-110,43.0,73,15,-0.01,3,0.27,0
140,-155,3.0,-106,40.5,84,21,-0.1,31,-0.28,0
266,-302,7.0,-102,52.0,70,26,-0.16,20,-0.07,1
-177,159,-3.5,-110,55.0,70,22,-0.12,23,-0.13,1
-155,140,-2.5,121,42.5,70,32,-0.28,11,0.06,1
146,-162,3.0,-113,42.0,87,5,0.26,8,0.17,0
112,-124,2.0,-107,45.0,62,13,0.01,6,0.23,0
129,-143,3.0,106,41.0,88,4,0.26,17,-0.02,1
-119,108,-2.0,-107,45.5,70,19,-0.07,2,0.3,0
156,-173,3.5,100,47.5,69,3,0.27,28,-0.17,1
102,-113,1.0,-105,41.0,64,30,-0.24,31,-0.28,1
129,-143,2.5,-115,44.0,67,11,0.06,12,0.05,1
354,-410,9.5,100,47.0,70,25,-0.15,21,-0.1,0
111,-123,2.0,-107,49.5,73,20,-0.07,22,-0.12,0
220,-247,6.0,-103,46.0,66,7,0.2,32,-0.28,1
-177,159,-3.0,109,41.0,72,16,-0.01,14,0.01,1
-230,205,-5.0,100,42.5,87,27,-0.17,29,-0.21,1
-254,226,-6.0,103,42.0,80,15,-0.01,18,-0.04,1
252,-285,7.0,100,53.0,77,23,-0.13,26,-0.16,0
166,-185,3.5,-101,49.0,62,10,0.09,1,0.39,1
214,-240,6.0,-102,45.5,70,24,-0.14,9,0.12,0
151,-167,3.0,-115,45.0,71,20,-0.07,16,-0.01,1
125,-138,2.5,-115,45.5,70,18,-0.04,3,0.27,0
346,-400,10.0,102,43.0,69,4,0.26,25,-0.15,1
159,-177,3.5,-102,43.5,75,30,-0.24,15,-0.01,0
104,-115,1.0,-108,43.5,70,26,-0.16,22,-0.12,0
225,-253,6.0,-105,41.0,70,17,-0.02,21,-0.1,1
111,-123,2.5,100,45.5,75,11,0.06,28,-0.17,1
944,-1300,14.5,-102,48.5,68,6,0.23,27,-0.17,1
146,-162,3.0,-113,47.0,66,9,0.12,23,-0.13,0
111,-123,1.5,-108,48.5,70,14,0.01,7,0.2,0
-173,156,-3.0,111,46.5,74,31,-0.28,24,-0.14,0
265,-301,7.0,-101,45.0,70,2,0.3,32,-0.28,1
-103,-107,1.0,100,43.5,87,29,-0.21,13,0.01,0
944,-1300,16.5,100,43.5,60,1,0.39,19,-0.07,1
-138,125,-3.0,-119,45.0,70,12,0.05,8,0.17,0
201,-225,4.5,-109,47.0,67,10,0.09,5,0.26,1
-145,131,-3.0,-117,44.0,63,7,0.2,18,-0.04,0
-134,121,-2.5,105,42.0,59,29,-0.21,9,0.12,0
181,-202,4.0,-102,47.5,70,22,-0.12,17,-0.02,1
216,-242,6.0,-105,46.5,60,13,0.01,20,-0.07,0
-177,159,-3.0,113,44.5,55,19,-0.07,15,-0.01,1
159,-177,3.5,104,45.0,68,3,0.27,5,0.26,1
179,-199,4.0,-110,43.0,70,24,-0.14,27,-0.17,1
-145,131,-3.0,-110,40.0,74,21,-0.1,4,0.26,0
-149,135,-3.0,-113,46.0,58,16,-0.01,23,-0.13,1
205,-230,4.5,-110,44.5,68,28,-0.17,30,-0.24,1
252,-285,7.0,104,43.5,70,2,0.3,14,0.01,0
253,-286,7.0,106,43.5,61,8,0.17,11,0.06,1
-320,281,-7.5,-113,48.0,74,32,-0.28,10,0.09,0
129,-143,3.0,106,48.0,70,25,-0.15,26,-0.16,1
400,-470,10.0,102,43.0,74,1,0.39,12,0.05,1
187,-209,4.5,101,40.5,70,17,-0.02,24,-0.14,0
285,-325,7.5,109,48.5,70,22,-0.12,16,-0.01,1
227,-255,6.0,-110,43.0,65,18,-0.04,30,-0.24,0
131,-145,3.0,-101,44.5,66,3,0.27,1,0.39,1
322,-370,8.5,100,45.0,67,10,0.09,14,0.01,1
361,-420,10.0,104,44.0,72,5,0.26,19,-0.07,0
245,-277,6.5,-116,49.5,67,23,-0.13,25,-0.15,1
104,-115,1.0,-107,41.0,84,21,-0.1,27,-0.17,1
100,-110,1.0,-103,43.0,67,31,-0.28,13,0.01,0
-202,181,-4.5,-105,46.0,70,12,0.05,2,0.3,0
-350,305,-8.0,-102,51.0,70,26,-0.16,6,0.23,0
-225,201,-5.0,-103,44.5,72,15,-0.01,8,0.17,0
305,-350,7.5,-105,43.5,61,20,-0.07,32,-0.28,1
186,-208,4.0,-104,45.5,93,28,-0.17,7,0.2,0
-148,134,-3.0,-110,52.0,70,25,-0.15,22,-0.12,1
-156,141,-3.0,-101,42.5,40,13,0.01,3,0.27,0
-164,148,-3.5,-127,41.5,47,30,-0.24,8,0.17,0
181,-202,3.5,-113,45.0,70,12,0.05,19,-0.07,1
140,-155,2.5,-133,43.5,73,27,-0.17,17,-0.02,0
146,-162,3.5,111,43.0,54,11,0.06,5,0.26,1
305,-350,7.5,-110,39.5,49,9,0.12,16,-0.01,1
-230,205,-5.5,-108,45.0,45,7,0.2,2,0.3,1
118,-130,2.5,-107,44.0,56,31,-0.28,29,-0.21,0
270,-307,7.0,-105,41.0,61,1,0.39,4,0.26,0
439,-520,10.5,-101,50.0,54,10,0.09,28,-0.17,1
-139,126,-2.5,105,43.5,69,32,-0.28,18,-0.04,1
-335,293,-8.0,-106,53.5,70,24,-0.14,6,0.23,0
181,-202,3.5,-110,50.5,44,23,-0.13,20,-0.07,1
-270,239,-6.5,-103,41.5,75,32,-0.28,1,0.39,0
-170,153,-3.5,-115,41.0,48,27,-0.17,13,0.01,1
104,-115,1.0,-108,44.5,70,12,0.05,11,0.06,0
211,-236,5.5,-108,52.5,70,24,-0.14,25,-0.15,0
186,-208,4.0,-107,41.5,58,5,0.26,7,0.2,1
195,-218,4.5,-113,46.5,84,29,-0.21,17,-0.02,1
264,-300,7.0,109,47.0,58,6,0.23,9,0.12,1
244,-276,6.5,-113,43.5,70,14,0.01,30,-0.24,1
-230,205,-5.5,-102,45.5,59,31,-0.28,22,-0.12,0
136,-150,3.0,100,42.0,64,16,-0.01,21,-0.1,1
171,-190,3.5,-102,48.0,77,28,-0.17,15,-0.01,0
140,-155,3.0,100,44.5,71,20,-0.07,26,-0.16,1
124,-137,3.0,111,46.0,71,4,0.26,23,-0.13,1
389,-455,10.0,-102,49.5,70,2,0.3,18,-0.04,1
365,-425,8.0,-113,51.0,58,6,0.23,29,-0.21,1
153,-170,3.0,-123,45.0,50,5,0.26,12,0.05,1
346,-400,8.0,103,47.5,70,22,-0.12,21,-0.1,0
186,-208,4.5,-105,50.0,63,18,-0.04,28,-0.17,1
-117,106,-1.0,100,43.5,62,19,-0.07,11,0.06,0
-308,271,-7.0,-110,46.0,58,30,-0.24,2,0.3,0
166,-185,3.5,-103,43.0,70,17,-0.02,31,-0.28,1
151,-167,3.0,-117,51.5,70,25,-0.15,20,-0.07,1
106,-117,1.0,-110,49.0,62,7,0.2,3,0.27,0
346,-400,8.0,-110,41.0,70,14,0.01,32,-0.28,1
-170,153,-3.0,109,43.5,68,15,-0.01,9,0.12,1
-208,186,-4.5,-106,41.5,70,26,-0.16,1,0.39,0
-133,120,-2.5,100,46.0,61,8,0.17,10,0.09,1
197,-220,5.0,100,44.5,60,4,0.26,24,-0.14,1
671,-850,13.0,-120,45.5,71,3,0.27,30,-0.24,1
181,-202,4.0,-103,44.0,49,13,0.01,29,-0.21,1
-120,109,-2.0,-107,45.5,57,4,0.26,10,0.09,1
111,-123,2.0,-103,40.0,51,11,0.06,14,0.01,1
828,-1100,13.5,-110,51.5,54,6,0.23,16,-0.01,1
264,-300,7.0,100,50.0,70,25,-0.15,31,-0.28,0
293,-335,7.5,-104,42.0,56,9,0.12,27,-0.17,1
231,-260,6.0,-106,47.5,54,7,0.2,15,-0.01,1
-420,361,-9.5,-105,43.5,58,32,-0.28,22,-0.12,1
-115,104,-1.5,-108,49.0,80,21,-0.1,20,-0.07,0
-170,153,-3.5,-123,45.0,70,24,-0.14,8,0.17,1
-165,149,-3.0,107,43.5,70,26,-0.16,23,-0.13,0
161,-179,3.5,-102,49.0,63,28,-0.17,19,-0.07,0
114,-126,2.5,-101,41.5,60,9,0.12,13,0.01,0
186,-208,4.0,-105,47.0,60,18,-0.04,27,-0.17,0
491,-590,10.5,102,50.0,55,10,0.09,12,0.05,0
205,-230,5.5,-102,49.0,59,23,-0.13,29,-0.21,0
271,-308,7.0,-105,43.5,61,7,0.2,30,-0.24,1
324,-373,7.5,-108,42.0,70,14,0.01,19,-0.07,0
-109,-101,-1.0,-108,43.5,79,21,-0.1,26,-0.16,1
-195,175,-3.5,-105,42.5,57,31,-0.28,4,0.26,0
-113,102,-1.0,-105,52.0,61,16,-0.01,25,-0.15,1
148,-164,3.0,-113,44.0,62,15,-0.01,11,0.06,0
181,-202,4.0,102,42.0,64,8,0.17,5,0.26,0
-320,281,-7.0,-106,52.5,60,20,-0.07,6,0.23,0
136,-150,3.0,102,43.5,49,1,0.39,2,0.3,0
400,-470,10.0,-105,46.5,53,3,0.27,17,-0.02,0
127,-140,3.0,109,41.5,75,27,-0.17,31,-0.28,1
162,-180,3.5,103,47.5,70,22,-0.12,24,-0.14,0
135,-149,3.0,100,41.0,47,18,-0.04,14,0.01,1
277,-315,7.0,-106,44.0,50,4,0.26,16,-0.01,1
-123,111,-2.5,-108,41.5,29,19,-0.07,8,0.17,0
-127,115,-2.0,100,50.0,70,12,0.05,15,-0.01,1
-199,179,-4.0,-107,40.0,70,17,-0.02,9,0.12,1
-134,121,-2.5,100,45.0,74,29,-0.21,26,-0.16,0
270,-307,7.0,102,46.0,48,23,-0.13,21,-0.1,0
-168,152,-3.0,107,45.5,87,28,-0.17,5,0.26,0
-113,102,-1.0,-105,45.0,30,11,0.06,10,0.09,0
807,-1065,14.0,-102,40.0,46,1,0.39,32,-0.28,1
179,-199,4.0,102,48.0,70,2,0.3,3,0.27,1
301,-345,7.0,-102,47.5,29,6,0.23,13,0.01,1
136,-150,3.0,-101,46.5,70,12,0.05,23,-0.13,1
-113,102,-1.0,-105,44.5,70,26,-0.16,4,0.26,0
354,-410,7.5,-110,45.0,39,10,0.09,19,-0.07,0
116,-128,2.0,-110,45.0,70,22,-0.12,11,0.06,0
361,-420,10.5,113,42.0,41,3,0.27,14,0.01,1
178,-198,3.5,-112,50.5,70,17,-0.02,25,-0.15,1
120,-133,3.0,115,46.5,70,24,-0.14,21,-0.1,1
216,-242,5.0,-116,47.0,75,27,-0.17,28,-0.17,0
195,-218,4.5,-110,41.0,35,5,0.26,13,0.01,1
191,-213,4.5,-110,44.0,45,9,0.12,29,-0.21,1
-114,103,-1.0,-103,45.0,56,31,-0.28,15,-0.01,0
-109,-101,-1.0,-109,47.5,46,16,-0.01,20,-0.07,1
-365,318,-7.5,-104,45.0,54,32,-0.28,2,0.3,0
126,-139,3.0,113,46.5,38,1,0.39,7,0.2,1
-133,120,-2.5,-107,43.0,23,8,0.17,6,0.23,1
231,-260,6.0,-111,41.0,45,30,-0.24,18,-0.04,0
-121,110,-2.5,-115,46.0,70,12,0.05,10,0.09,0
129,-143,3.0,106,42.0,47,13,0.01,17,-0.02,1
222,-250,6.0,-105,43.0,50,19,-0.07,32,-0.28,0
-320,281,-7.5,-115,44.0,45,30,-0.24,3,0.27,0
156,-173,3.5,108,43.0,80,29,-0.21,18,-0.04,1
-145,131,-2.5,109,43.0,37,11,0.06,1,0.39,0
-123,111,-2.0,-105,45.5,51,20,-0.07,9,0.12,0
-180,162,-3.5,-110,43.0,70,14,0.01,2,0.3,0
104,-115,1.0,-109,46.5,79,21,-0.1,22,-0.12,1
126,-139,3.0,111,43.5,56,31,-0.28,27,-0.17,1
-156,141,-3.0,-104,45.5,57,15,-0.01,5,0.26,0
-230,205,-6.0,-113,45.0,78,28,-0.17,8,0.17,0
