away_moneyline,home_moneyline,spread_line,home_spread_odds,total_line,temp,home_DVOA_Rank,home_DVOA,away_DVOA_Rank,away_DVOA,home_win
121,-134,1.0,-126,46.0,35,23,-0.12,21,-0.08,1
361,-420,9.5,100,43.0,70,7,0.12,24,-0.14,1
-110,100,-1.0,-105,46.0,53,14,0.04,20,-0.07,0
281,-320,7.0,-104,43.5,70,17,0.02,25,-0.15,1
-160,144,-3.0,-102,53.5,70,16,0.03,5,0.26,0
925,-1350,15.0,-102,40.5,70,9,0.1,31,-0.35,1
-165,149,-3.0,102,41.0,59,32,-0.44,13,0.04,0
164,-182,3.5,-101,38.0,70,15,0.04,27,-0.19,0
160,-178,3.5,102,46.0,52,11,0.09,28,-0.25,1
-236,211,-6.0,-113,56.5,61,29,-0.3,18,-0.01,0
314,-360,7.5,100,47.5,62,2,0.36,22,-0.11,1
400,-470,10.0,-106,54.5,42,3,0.34,26,-0.16,1
-156,141,-3.0,-104,41.0,46,19,-0.02,10,0.09,0
171,-190,3.5,-108,34.0,64,4,0.3,6,0.2,1
-170,153,-3.5,-116,48.5,70,16,0.03,9,0.1,0
166,-185,3.5,-108,47.0,70,17,0.02,11,0.09,0
-277,245,-7.0,-109,48.0,46,27,-0.19,3,0.34,0
227,-255,6.5,-108,38.5,41,6,0.2,12,0.07,1
338,-390,9.5,110,50.5,41,13,0.04,29,-0.3,1
-114,103,-1.0,100,33.0,34,25,-0.15,19,-0.02,1
120,-132,2.0,-109,51.0,70,26,-0.16,23,-0.12,1
-160,144,-3.5,-125,45.0,60,31,-0.35,30,-0.31,1
-470,400,-10.0,-115,41.5,52,32,-0.44,2,0.36,0
-176,159,-3.0,113,37.5,72,21,-0.08,1,0.38,1
-116,105,-1.0,100,50.5,65,20,-0.07,7,0.12,0
-109,-101,-1.0,-105,46.5,59,22,-0.11,10,0.09,0
105,-116,1.0,-109,36.0,70,24,-0.14,15,0.04,0
-127,115,-1.0,111,50.0,70,18,-0.01,4,0.3,0
120,-132,1.0,-127,50.0,34,8,0.12,5,0.26,1
-162,146,-3.0,104,41.5,36,28,-0.25,14,0.04,0
164,-182,3.5,-102,54.5,70,7,0.12,18,-0.01,1
239,-270,6.0,-106,41.0,52,23,-0.12,31,-0.35,1
141,-156,3.0,-107,36.5,61,6,0.2,1,0.38,0
273,-310,7.0,-106,51.5,70,16,0.03,26,-0.16,0
318,-365,7.0,-110,47.0,45,5,0.26,12,0.07,1
-210,188,-5.0,-106,41.0,61,32,-0.44,14,0.04,1
-330,289,-7.0,-110,51.0,77,21,-0.08,3,0.34,0
222,-250,6.0,-104,37.0,46,27,-0.19,24,-0.14,1
-330,289,-7.0,-102,40.5,70,15,0.04,4,0.3,1
-295,260,-7.0,-116,47.5,66,30,-0.31,9,0.1,0
346,-400,9.5,112,50.0,64,2,0.36,20,-0.07,1
264,-300,7.0,105,36.5,57,10,0.09,19,-0.02,0
-135,122,-2.5,103,39.5,61,29,-0.3,25,-0.15,0
105,-116,1.0,-107,45.0,66,22,-0.11,13,0.04,0
461,-550,10.5,-108,44.0,70,17,0.02,28,-0.25,1
-134,121,-2.5,100,50.0,55,11,0.09,8,0.12,1
-500,423,-10.0,-110,47.0,57,29,-0.3,2,0.36,0
171,-190,3.5,-110,42.0,37,23,-0.12,15,0.04,0
-162,146,-3.0,104,46.5,70,14,0.04,7,0.12,1
162,-180,3.5,105,46.0,53,13,0.04,17,0.02,0
269,-305,7.0,-102,38.0,44,25,-0.15,32,-0.44,1
171,-190,3.5,-104,47.0,70,26,-0.16,30,-0.31,1
-162,146,-3.0,100,39.5,67,31,-0.35,27,-0.19,0
-128,116,-1.0,111,40.5,70,12,0.07,6,0.2,1
305,-350,7.0,-110,37.5,45,19,-0.02,22,-0.11,0
289,-330,8.0,115,47.5,69,20,-0.07,28,-0.25,0
108,-119,1.0,-113,47.5,51,11,0.09,10,0.09,1
468,-560,10.5,-113,38.5,62,4,0.3,21,-0.08,1
184,-205,4.0,-106,52.5,42,8,0.12,18,-0.01,1
457,-545,10.5,-102,36.0,48,1,0.38,24,-0.14,1
217,-244,6.0,104,49.5,33,5,0.26,16,0.03,1
207,-232,5.5,101,50.5,59,3,0.34,9,0.1,1
-219,196,-4.5,100,45.0,36,28,-0.25,13,0.04,0
100,-110,1.0,-104,50.0,70,7,0.12,8,0.12,1
-145,131,-3.0,-119,48.0,53,10,0.09,2,0.36,0
-146,132,-3.0,-113,43.0,44,6,0.2,5,0.26,0
190,-212,4.0,-109,40.5,59,25,-0.15,11,0.09,0
423,-500,10.5,-108,47.5,70,9,0.1,26,-0.16,1
310,-355,7.5,104,38.5,80,21,-0.08,31,-0.35,1
173,-192,3.5,-104,54.5,70,18,-0.01,20,-0.07,1
120,-133,1.0,-126,39.0,70,15,0.04,12,0.07,0
-224,200,-5.5,-113,43.5,70,24,-0.14,16,0.03,1
-212,190,-4.5,-104,44.0,70,23,-0.12,1,0.38,0
144,-160,3.0,-106,45.0,59,22,-0.11,14,0.04,0
-132,120,-1.0,115,45.5,70,17,0.02,19,-0.02,1
188,-210,4.5,100,44.0,54,29,-0.3,32,-0.44,1
179,-199,4.0,-102,47.0,34,3,0.34,4,0.3,0
-103,-107,1.0,-101,40.0,54,30,-0.31,27,-0.19,1
-190,171,-3.5,-104,50.0,70,16,0.03,7,0.12,0
361,-420,9.5,-105,47.5,53,14,0.04,29,-0.3,1
131,-145,1.0,-140,55.0,70,17,0.02,18,-0.01,0
486,-584,10.5,-104,44.0,24,5,0.26,30,-0.31,1
305,-350,7.5,-105,43.0,70,9,0.1,12,0.07,0
-800,638,-14.0,-110,51.5,58,31,-0.35,3,0.34,0
-208,186,-4.5,-108,41.5,25,32,-0.44,26,-0.16,0
201,-225,5.0,-104,43.5,73,21,-0.08,23,-0.12,1
144,-160,3.0,-106,37.0,39,27,-0.19,22,-0.11,0
-202,181,-3.5,101,46.0,40,28,-0.25,11,0.09,0
153,-170,3.5,104,40.0,35,19,-0.02,13,0.04,0
140,-155,3.0,-103,43.5,59,20,-0.07,15,0.04,0
494,-595,11.0,-103,43.5,51,2,0.36,25,-0.15,1
-290,256,-7.0,-113,35.5,70,24,-0.14,6,0.2,0
-130,118,-1.0,114,48.0,51,10,0.09,8,0.12,1
122,-135,2.5,-101,40.0,45,1,0.38,4,0.3,1
131,-145,3.0,106,46.0,70,7,0.12,20,-0.07,0
155,-172,3.5,105,40.5,28,23,-0.12,27,-0.19,1
216,-242,5.5,-108,43.0,26,13,0.04,10,0.09,1
-163,147,-3.0,100,46.0,70,16,0.03,6,0.2,0
-272,241,-6.5,-102,47.0,70,26,-0.16,9,0.1,1
175,-195,4.0,-105,53.5,70,18,-0.01,14,0.04,0
235,-265,6.5,-103,44.0,32,8,0.12,28,-0.25,1
385,-450,10.0,-105,36.5,28,19,-0.02,25,-0.15,1
227,-255,6.0,-107,42.0,39,30,-0.31,31,-0.35,1
1075,-1600,17.0,100,41.0,35,2,0.36,32,-0.44,1
-172,155,-3.0,106,45.5,70,12,0.07,5,0.26,1
498,-600,11.5,-107,48.0,28,3,0.34,21,-0.08,1
305,-350,9.5,111,41.0,50,22,-0.11,29,-0.3,1
412,-485,11.0,104,41.5,41,1,0.38,15,0.04,1
865,-1200,16.0,102,39.0,50,4,0.3,24,-0.14,1
157,-174,3.0,-117,49.0,37,11,0.09,17,0.02,1
181,-202,4.0,-106,42.5,70,9,0.1,13,0.04,1
450,-535,10.5,-113,44.0,29,5,0.26,12,0.07,1
293,-335,7.5,100,47.5,49,10,0.09,26,-0.16,1
-160,144,-3.0,103,44.5,52,11,0.09,1,0.38,0
338,-390,9.5,107,44.0,13,2,0.36,10,0.09,0
146,-162,3.0,-110,45.0,48,4,0.3,5,0.26,1
126,-139,2.5,-109,46.0,70,7,0.12,1,0.38,1
373,-435,9.5,-106,50.5,51,3,0.34,9,0.1,1
-186,167,-3.5,-103,47.5,70,7,0.12,4,0.3,0
301,-345,8.0,-110,49.5,41,3,0.34,10,0.09,0
188,-210,4.5,-104,47.5,70,4,0.3,10,0.09,0
280,-319,7.5,104,48.5,83,2,0.33,24,-0.08,1
-420,361,-10.0,-110,50.5,65,18,-0.04,5,0.18,0
-150,136,-3.0,-109,44.5,87,3,0.25,1,0.4,0
140,-155,3.0,-103,41.5,73,11,0.06,8,0.14,1
118,-130,2.5,-103,40.5,70,28,-0.24,22,-0.07,0
186,-208,4.0,-107,46.0,70,15,0.02,25,-0.09,1
468,-560,11.0,-104,45.0,70,14,0.03,31,-0.35,1
-170,153,-3.5,-115,42.5,85,32,-0.4,7,0.16,0
166,-185,3.5,-101,54.5,70,4,0.23,20,-0.06,1
-199,179,-4.0,100,40.0,82,26,-0.1,19,-0.05,1
218,-245,6.0,102,42.0,73,17,-0.02,21,-0.07,0
199,-222,5.0,-107,47.0,69,6,0.17,23,-0.08,1
166,-185,3.5,-106,42.5,70,12,0.05,10,0.13,1
162,-180,3.5,-101,49.5,70,16,0.0,27,-0.17,1
181,-202,4.0,-107,51.0,80,30,-0.28,9,0.14,0
-215,193,-5.0,-108,44.0,70,13,0.05,29,-0.25,0
483,-580,10.5,-109,43.0,72,5,0.18,26,-0.1,1
183,-204,4.0,-104,47.5,70,20,-0.06,12,0.05,1
222,-250,5.5,-109,43.5,75,24,-0.08,28,-0.24,1
-180,162,-3.5,-109,43.5,65,18,-0.04,3,0.25,1
231,-260,6.0,-108,41.0,60,11,0.06,25,-0.09,1
310,-355,9.0,111,48.5,56,23,-0.08,30,-0.28,1
285,-325,7.5,109,42.5,70,29,-0.25,21,-0.07,1
108,-119,1.0,-113,43.5,70,14,0.03,22,-0.07,0
153,-170,3.0,-117,45.0,72,7,0.16,16,0.0,1
285,-325,7.5,-110,51.0,71,9,0.14,13,0.05,0
-109,-101,-1.0,-108,47.5,70,10,0.13,15,0.02,1
-158,143,-3.0,103,48.5,93,19,-0.05,4,0.23,0
-175,158,-3.5,-113,52.5,70,27,-0.17,2,0.33,0
175,-195,3.5,-110,40.5,76,31,-0.35,32,-0.4,1
138,-153,3.0,-105,43.5,64,1,0.4,6,0.17,1
244,-275,7.0,106,40.0,62,8,0.14,17,-0.02,1
150,-166,3.0,-114,50.0,73,9,0.14,7,0.16,0
105,-116,1.0,-110,44.5,73,24,-0.08,29,-0.25,1
-125,113,-1.0,106,46.5,75,3,0.25,27,-0.17,1
-147,133,-3.0,-112,49.5,63,8,0.14,23,-0.08,1
153,-170,3.5,111,47.5,70,16,0.0,12,0.05,1
256,-290,7.0,111,40.0,70,25,-0.09,28,-0.24,0
285,-325,7.5,106,44.5,65,5,0.18,19,-0.05,1
310,-355,8.0,100,48.5,70,4,0.23,10,0.13,1
133,-147,3.0,102,43.0,72,21,-0.07,13,0.05,1
-113,102,-1.0,-103,48.5,72,30,-0.28,15,0.02,0
127,-140,3.0,106,45.5,89,22,-0.07,20,-0.06,1
120,-132,2.5,-107,41.0,67,26,-0.1,18,-0.04,1
2000,-4500,19.5,-110,39.0,61,1,0.4,32,-0.4,1
431,-510,10.5,-105,45.5,66,6,0.17,14,0.03,0
-127,115,-2.5,-110,40.5,56,17,-0.02,11,0.06,0
1025,-1500,16.0,-109,48.5,64,2,0.33,31,-0.35,1
-179,161,-3.0,112,43.0,70,12,0.05,6,0.17,0
-195,175,-4.0,-102,45.0,67,18,-0.04,24,-0.08,1
-185,166,-3.5,-107,42.5,68,28,-0.24,8,0.14,1
134,-148,3.0,104,48.0,70,15,0.02,11,0.06,1
-114,103,-1.0,-102,41.0,70,29,-0.25,1,0.4,0
-350,305,-9.5,-120,42.5,80,32,-0.4,14,0.03,0
159,-177,3.5,100,43.5,66,7,0.16,27,-0.17,1
-154,139,-3.0,-104,41.5,54,25,-0.09,17,-0.02,1
121,-134,2.5,-113,40.0,84,19,-0.05,10,0.13,0
161,-179,3.5,102,40.5,74,21,-0.07,26,-0.1,1
400,-470,10.5,105,57.5,76,2,0.33,9,0.14,1
-185,166,-3.5,-108,45.5,77,31,-0.35,30,-0.28,0
-105,-105,-1.0,-113,47.0,80,13,0.05,16,0.0,1
141,-156,3.0,-101,49.0,70,20,-0.06,5,0.18,0
282,-321,7.0,102,48.5,70,4,0.23,22,-0.07,1
166,-185,3.5,-105,40.5,75,28,-0.24,18,-0.04,1
104,-115,1.0,-108,50.5,60,11,0.06,4,0.23,0
-140,127,-2.0,106,45.5,68,8,0.14,5,0.18,1
381,-445,10.0,101,53.0,59,23,-0.08,15,0.02,1
-144,130,-3.0,-117,43.5,70,14,0.03,1,0.4,1
125,-138,2.5,-108,42.5,87,22,-0.07,24,-0.08,0
-123,111,-1.0,108,53.5,66,27,-0.17,9,0.14,0
450,-535,11.0,-107,40.5,70,12,0.05,32,-0.4,1
-131,119,-2.5,-105,38.0,74,21,-0.07,7,0.16,0
-167,151,-3.0,102,41.0,70,10,0.13,3,0.25,1
-305,269,-7.5,-114,56.5,70,16,0.0,2,0.33,0
191,-213,4.0,-110,43.0,76,6,0.17,29,-0.25,1
-230,205,-6.0,-113,46.0,70,31,-0.35,13,0.05,1
398,-467,10.0,108,45.0,70,20,-0.06,26,-0.1,0
322,-370,9.5,-113,46.5,63,11,0.06,27,-0.17,1
-123,111,-1.0,104,48.5,61,24,-0.08,23,-0.08,0
-240,214,-6.0,-109,41.0,65,18,-0.04,8,0.14,0
-125,113,-1.0,107,44.0,66,28,-0.24,15,0.02,0
342,-395,9.5,-105,43.0,70,29,-0.25,12,0.05,0
314,-360,7.5,-110,41.0,63,7,0.16,31,-0.35,1
127,-140,2.5,-110,44.5,70,25,-0.09,3,0.25,0
-113,102,-1.0,-102,40.5,62,26,-0.1,17,-0.02,0
-139,126,-2.5,104,44.5,82,19,-0.05,9,0.14,0
2173,-5000,27.0,-108,53.0,59,2,0.33,32,-0.4,1
471,-564,11.0,-108,42.0,51,1,0.4,21,-0.07,1
130,-144,2.5,-110,51.5,59,5,0.18,4,0.23,1
369,-430,10.0,111,40.5,65,6,0.17,10,0.13,1
205,-230,5.5,-106,52.0,70,16,0.0,30,-0.28,1
-116,105,-1.0,-103,50.5,69,13,0.05,14,0.03,1
-227,203,-5.0,-106,41.0,70,10,0.13,1,0.4,0
222,-250,6.0,-105,43.0,70,20,-0.06,19,-0.05,1
286,-326,8.0,100,42.0,68,3,0.25,12,0.05,1
136,-150,2.5,-123,45.5,70,15,0.02,8,0.14,0
-310,273,-7.5,-117,44.5,73,32,-0.4,13,0.05,0
227,-255,6.0,-102,43.5,87,22,-0.07,18,-0.04,0
-180,162,-3.5,-109,43.0,63,26,-0.1,5,0.18,1
153,-170,3.0,-117,55.0,60,9,0.14,16,0.0,0
-119,108,-1.0,102,47.5,61,30,-0.28,11,0.06,1
-154,139,-3.0,-110,41.0,68,21,-0.07,6,0.17,0
330,-380,7.5,-105,45.0,46,23,-0.08,28,-0.24,1
248,-280,7.0,108,38.5,70,7,0.16,29,-0.25,1
115,-127,2.5,-101,41.0,57,17,-0.02,24,-0.08,1
-254,226,-6.0,-105,54.5,70,14,0.03,2,0.33,1
179,-199,4.0,-105,47.5,57,27,-0.17,25,-0.09,1
-270,239,-6.5,-104,39.0,70,19,-0.05,3,0.25,0
140,-155,3.0,-104,51.0,70,15,0.02,16,0.0,1
-1350,925,-16.0,-108,40.0,60,32,-0.4,6,0.17,0
273,-310,7.0,-102,39.0,52,7,0.16,28,-0.24,1
246,-278,6.5,-102,46.5,53,5,0.18,22,-0.07,1
439,-520,10.5,100,48.0,70,4,0.23,18,-0.04,1
205,-230,5.5,-105,49.0,56,9,0.14,27,-0.17,0
227,-255,6.0,-113,40.5,57,8,0.14,26,-0.1,1
-139,126,-2.5,104,40.0,56,31,-0.35,17,-0.02,1
136,-150,2.5,-122,44.5,70,10,0.13,20,-0.06,1
452,-538,11.0,-116,58.0,69,2,0.33,30,-0.28,1
-305,269,-7.0,-105,47.5,70,25,-0.09,23,-0.08,0
-650,534,-13.0,-110,43.0,70,12,0.05,1,0.4,0
-150,136,-3.0,-111,42.0,79,22,-0.07,8,0.14,1
-225,201,-4.5,-102,40.5,36,18,-0.04,7,0.16,0
361,-420,10.0,111,46.5,62,3,0.25,20,-0.06,1
385,-450,10.0,109,51.0,70,16,0.0,25,-0.09,1
-250,222,-6.0,-106,45.5,48,26,-0.1,4,0.23,1
-160,144,-3.0,102,41.0,70,12,0.05,21,-0.07,0
111,-123,1.0,-115,49.5,57,30,-0.28,13,0.05,1
-113,102,-1.0,-105,45.5,62,31,-0.35,9,0.14,0
1025,-1500,16.0,-113,40.0,48,1,0.4,19,-0.05,1
-113,102,-1.0,-105,41.5,46,28,-0.24,24,-0.08,1
221,-248,5.5,-111,42.5,44,5,0.18,17,-0.02,1
-107,-103,-1.0,-110,42.5,70,29,-0.25,14,0.03,0
404,-475,10.0,104,50.5,49,23,-0.08,11,0.06,0
-108,-102,-1.0,-108,48.0,70,25,-0.09,30,-0.28,1
-177,159,-3.5,-109,47.0,70,20,-0.06,1,0.4,0
105,-116,1.0,-109,44.0,60,24,-0.08,8,0.14,1
-107,-103,-1.0,-113,52.0,47,11,0.06,15,0.02,0
-113,102,-1.0,-103,47.0,45,23,-0.08,9,0.14,0
293,-335,7.5,102,43.0,70,14,0.03,12,0.05,0
256,-290,7.5,111,41.0,49,27,-0.17,31,-0.35,1
129,-143,3.0,106,42.5,46,17,-0.02,18,-0.04,1
439,-520,11.5,106,41.5,62,21,-0.07,32,-0.4,0
210,-235,6.0,102,43.0,62,6,0.17,3,0.25,0
191,-213,4.0,-113,41.5,70,10,0.13,29,-0.25,1
-280,248,-7.0,-105,56.0,78,13,0.05,2,0.33,0
227,-255,6.0,-105,54.0,70,4,0.23,16,0.0,1
-125,113,-1.0,109,39.0,73,19,-0.05,22,-0.07,1
-140,127,-2.5,106,42.0,44,21,-0.07,14,0.03,0
-130,118,-1.0,115,39.5,62,18,-0.04,26,-0.1,1
181,-202,4.0,-102,41.0,68,11,0.06,24,-0.08,1
190,-212,4.0,-108,40.0,62,8,0.14,28,-0.24,1
400,-470,10.5,-110,41.0,70,29,-0.25,31,-0.35,0
-385,334,-9.5,-105,40.5,76,32,-0.4,10,0.13,0
186,-208,4.5,-108,54.5,64,9,0.14,30,-0.28,1
-154,139,-3.0,-102,45.0,60,17,-0.02,15,0.02,1
115,-127,1.0,-120,44.0,79,19,-0.05,20,-0.06,1
-139,126,-2.5,102,44.0,81,22,-0.07,13,0.05,1
159,-177,3.5,106,50.0,70,4,0.23,6,0.17,1
160,-178,3.5,111,41.0,59,27,-0.17,23,-0.08,1
569,-700,13.0,-113,45.0,50,1,0.4,25,-0.09,1
281,-320,7.5,103,48.5,43,2,0.33,7,0.16,1
155,-172,3.0,-116,46.5,59,3,0.25,5,0.18,1
-330,289,-7.5,-113,52.5,70,20,-0.06,4,0.23,0
186,-208,4.0,-105,38.0,33,24,-0.08,26,-0.1,1
131,-145,2.5,-119,40.0,20,28,-0.24,17,-0.02,0
273,-310,7.0,107,48.5,70,15,0.02,19,-0.05,0
400,-470,10.5,-103,44.0,70,29,-0.25,32,-0.4,0
156,-173,3.5,106,43.0,24,7,0.16,13,0.05,0
-202,181,-4.5,-104,40.0,82,22,-0.07,3,0.25,0
111,-123,1.0,-117,46.0,70,12,0.05,11,0.06,1
166,-185,3.5,102,44.5,70,10,0.13,14,0.03,1
-150,136,-2.5,111,42.0,58,31,-0.35,21,-0.07,0
117,-129,1.0,-123,44.5,25,27,-0.17,16,0.0,0
105,-116,1.0,-108,54.0,22,5,0.18,2,0.33,1
-250,222,-5.5,102,45.5,35,30,-0.28,6,0.17,0
235,-265,7.0,108,48.5,70,15,0.02,23,-0.08,1
379,-443,10.0,102,49.5,70,16,0.0,31,-0.35,1
144,-160,3.0,-108,40.5,37,24,-0.08,17,-0.02,1
293,-335,7.5,102,41.0,56,3,0.25,19,-0.05,1
277,-315,7.5,102,39.5,40,28,-0.24,32,-0.4,0
-300,264,-7.0,-113,49.5,70,29,-0.25,5,0.18,0
166,-185,3.5,-101,46.0,70,14,0.03,21,-0.07,1
124,-137,2.5,-114,48.5,70,25,-0.09,11,0.06,1
-105,-105,-1.0,-110,39.5,48,26,-0.1,22,-0.07,0
166,-185,3.5,-110,48.0,46,9,0.14,10,0.13,1
190,-212,5.0,-103,48.0,70,18,-0.04,20,-0.06,0
285,-325,7.5,104,40.5,59,6,0.17,12,0.05,1
-215,193,-5.0,-113,50.5,55,7,0.16,2,0.33,0
-130,118,-2.5,-105,48.5,77,13,0.05,8,0.14,0
-103,-107,1.0,-101,45.5,43,30,-0.28,27,-0.17,0
244,-275,6.5,-109,48.5,41,1,0.4,4,0.23,1
-168,152,-3.0,107,43.5,72,32,-0.4,29,-0.25,1
222,-250,6.0,100,41.5,33,24,-0.08,25,-0.09,1
266,-302,7.0,-116,43.0,25,8,0.14,14,0.03,1
166,-185,3.5,-105,47.0,9,23,-0.08,20,-0.06,1
423,-500,9.5,-113,47.5,30,5,0.18,28,-0.24,1
140,-155,3.0,-102,39.0,33,26,-0.1,31,-0.35,1
126,-139,2.5,-117,54.0,27,9,0.14,15,0.02,1
144,-160,3.0,-110,40.5,25,17,-0.02,22,-0.07,0
160,-178,3.0,-118,42.5,82,19,-0.05,18,-0.04,1
-185,166,-3.5,-109,44.0,30,30,-0.28,7,0.16,0
520,-630,13.0,102,49.5,18,2,0.33,21,-0.07,1
179,-199,4.0,-103,41.0,70,10,0.13,12,0.05,1
197,-220,4.5,-114,46.5,53,13,0.05,27,-0.17,1
118,-130,2.5,-108,41.0,43,6,0.17,1,0.4,1
156,-173,3.0,-119,47.0,70,4,0.23,3,0.25,1
115,-127,2.0,-107,49.0,8,11,0.06,16,0.0,1
400,-470,10.0,-103,56.5,37,2,0.33,13,0.05,0
205,-230,5.5,-110,50.0,70,20,-0.06,30,-0.28,1
-106,-104,1.0,102,43.5,25,28,-0.24,11,0.06,0
231,-260,6.0,-103,47.0,70,14,0.03,29,-0.25,1
-202,181,-4.0,-110,43.0,60,32,-0.4,18,-0.04,0
121,-134,2.5,-110,46.5,84,22,-0.07,5,0.18,1
-270,239,-6.5,106,53.0,70,25,-0.09,9,0.14,1
-400,346,-9.5,-106,43.5,36,27,-0.17,1,0.4,0
-219,196,-4.5,-103,41.0,70,19,-0.05,6,0.17,0
338,-390,10.0,106,40.5,54,3,0.25,26,-0.1,1
-265,235,-6.5,-108,44.0,64,31,-0.35,7,0.16,0
179,-199,4.0,-105,49.5,70,16,0.0,23,-0.08,0
-290,256,-6.5,111,48.0,70,12,0.05,4,0.23,1
-144,130,-3.0,-113,43.0,37,21,-0.07,10,0.13,0
-123,111,-2.0,-105,44.0,26,17,-0.02,8,0.14,1
191,-213,4.5,-108,49.0,70,15,0.02,24,-0.08,0
-102,-108,1.0,100,42.0,41,18,-0.04,22,-0.07,1
156,-173,3.5,110,44.5,72,3,0.25,4,0.23,1
324,-373,7.5,-105,48.0,53,8,0.14,25,-0.09,1
-420,361,-9.0,-105,53.0,70,29,-0.25,2,0.33,0
-199,179,-4.0,-105,44.0,79,32,-0.4,21,-0.07,0
301,-345,7.5,-105,46.5,22,7,0.16,14,0.03,0
113,-125,2.5,-102,41.5,70,26,-0.1,28,-0.24,1
155,-172,3.5,107,43.0,70,12,0.05,19,-0.05,1
-166,150,-3.0,102,51.0,65,30,-0.28,16,0.0,0
385,-450,9.5,-105,47.0,70,15,0.02,27,-0.17,0
365,-425,8.0,-105,42.5,48,1,0.4,10,0.13,0
-109,-101,-1.0,-108,45.0,65,24,-0.08,5,0.18,0
-114,103,-1.0,-104,43.5,23,23,-0.08,17,-0.02,0
439,-521,10.0,-105,50.0,67,13,0.05,31,-0.35,1
126,-139,2.5,-117,53.5,62,9,0.14,11,0.06,1
760,-1000,15.5,-106,46.0,60,6,0.17,20,-0.06,1
-230,205,-5.5,-101,46.5,70,20,-0.06,3,0.25,0
252,-285,6.5,-123,43.0,43,8,0.14,24,-0.08,1
461,-550,11.0,-113,45.0,70,14,0.03,32,-0.4,1
248,-280,7.5,111,41.0,79,22,-0.07,26,-0.1,0
-130,118,-2.5,-102,50.0,70,25,-0.09,15,0.02,1
161,-179,3.5,102,44.0,40,27,-0.17,30,-0.28,1
314,-360,9.5,-106,44.5,40,17,-0.02,28,-0.24,1
248,-280,7.0,108,44.5,53,21,-0.07,29,-0.25,1
144,-160,3.0,-105,41.0,70,10,0.13,6,0.17,0
-155,140,-3.0,-104,51.0,26,11,0.06,23,-0.08,0
293,-335,7.5,102,46.5,39,5,0.18,18,-0.04,1
520,-630,11.0,-105,47.0,70,4,0.23,19,-0.05,1
-500,423,-10.0,-105,53.5,70,31,-0.35,2,0.33,0
671,-850,15.5,103,45.0,73,13,0.05,7,0.16,1
498,-600,13.0,107,41.0,40,1,0.4,12,0.05,1
-300,264,-7.5,-113,54.0,70,16,0.0,9,0.14,0
-123,111,-2.0,-105,48.0,70,14,0.03,7,0.16,1
144,-160,3.0,-113,55.5,25,9,0.14,4,0.23,0
227,-255,6.5,100,47.5,42,8,0.14,13,0.05,0
-170,153,-3.0,115,46.5,5,23,-0.08,6,0.17,0
338,-390,10.0,107,44.0,48,1,0.4,4,0.23,1
260,-295,7.5,104,51.0,57,5,0.18,14,0.03,1
-103,-107,0.0,-107,41.0,54,3,0.25,6,0.17,0
293,-335,8.0,-101,55.0,41,2,0.33,13,0.05,1
204,-228,5.0,-108,56.5,63,2,0.33,5,0.18,1
182,-203,4.0,-111,40.0,43,1,0.4,6,0.17,1
113,-122,1.5,-110,47.0,49,2,0.33,1,0.4,0
205,-230,4.5,-108,46.5,71,1,0.32,3,0.23,1
-160,144,-3.0,-104,51.0,70,21,-0.03,15,0.03,1
102,-113,1.0,-106,43.5,74,4,0.22,13,0.05,0
239,-270,7.0,113,47.0,74,26,-0.15,9,0.11,0
159,-177,3.0,-123,43.5,70,18,-0.01,28,-0.29,1
144,-160,3.0,-107,45.5,69,10,0.1,31,-0.31,0
-179,161,-3.5,-113,47.5,89,16,0.03,5,0.22,1
246,-278,6.5,-108,41.0,76,27,-0.17,30,-0.3,1
435,-515,10.0,102,49.0,75,7,0.13,32,-0.31,1
216,-242,5.5,-107,41.5,71,8,0.11,23,-0.08,1
140,-155,3.0,102,43.5,70,17,-0.01,25,-0.1,0
-154,139,-3.5,-125,49.0,70,6,0.17,12,0.06,0
201,-225,5.5,-104,38.5,88,29,-0.29,24,-0.1,0
330,-380,8.0,-105,52.5,75,2,0.29,14,0.05,1
241,-272,6.5,-110,45.0,70,11,0.08,22,-0.08,1
139,-154,3.0,-102,45.5,70,20,-0.03,19,-0.02,1
136,-150,2.5,-120,44.0,82,4,0.22,8,0.11,1
102,-113,1.0,-105,43.0,58,9,0.11,16,0.03,1
102,-113,1.0,-105,43.5,70,24,-0.1,11,0.08,1
216,-242,5.5,-102,48.5,66,13,0.05,21,-0.03,1
-220,197,-4.5,100,49.5,61,23,-0.08,15,0.03,1
-164,148,-3.5,-130,49.0,58,25,-0.1,5,0.22,0
104,-115,1.0,-108,41.5,66,22,-0.08,20,-0.03,0
151,-167,3.0,-113,49.5,75,31,-0.31,6,0.17,0
197,-220,5.0,102,43.0,65,28,-0.29,32,-0.31,1
-225,201,-4.5,-101,45.0,94,19,-0.02,1,0.32,1
184,-205,4.0,-105,37.5,88,29,-0.29,17,-0.01,0
704,-900,13.0,-113,49.0,85,2,0.29,10,0.1,1
273,-310,7.0,-104,46.5,63,3,0.23,27,-0.17,1
-155,140,-3.0,-105,41.0,67,30,-0.3,18,-0.01,0
264,-300,7.0,102,47.0,78,12,0.06,26,-0.15,0
132,-146,3.0,106,53.5,70,14,0.05,7,0.13,0
245,-277,6.5,-108,47.0,70,21,-0.03,29,-0.29,1
118,-130,2.5,-105,45.5,72,9,0.11,19,-0.02,0
