depth,cut_off,accuracy,recall,f1,overall_score
3,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,0.2,0.6186440677966102,0.9848484848484849,0.7428571428571429,0.7821165651674127
3,0.25,0.6186440677966102,0.9848484848484849,0.7428571428571429,0.7821165651674127
3,0.3,0.6186440677966102,0.9848484848484849,0.7428571428571429,0.7821165651674127
3,0.35,0.6322033898305085,0.8121212121212121,0.7118193891102258,0.7187146636873155
3,0.4,0.6322033898305085,0.8121212121212121,0.7118193891102258,0.7187146636873155
3,0.45,0.6322033898305085,0.8121212121212121,0.7118193891102258,0.7187146636873155
3,0.5,0.6322033898305085,0.8121212121212121,0.7118193891102258,0.7187146636873155
5,0.05,0.5610169491525424,0.996969696969697,0.7175572519083969,0.7585146326768788
5,0.1,0.5610169491525424,0.996969696969697,0.7175572519083969,0.7585146326768788
5,0.15,0.6271186440677966,0.9575757575757575,0.7417840375586854,0.7754928130674132
5,0.2,0.6271186440677966,0.9575757575757575,0.7417840375586854,0.7754928130674132
5,0.25,0.6271186440677966,0.9575757575757575,0.7417840375586854,0.7754928130674132
5,0.3,0.6271186440677966,0.9575757575757575,0.7417840375586854,0.7754928130674132
5,0.35,0.6457627118644068,0.8606060606060606,0.731016731016731,0.7457951678290661
5,0.4,0.6796610169491526,0.7878787878787878,0.7334273624823694,0.73365572243677
5,0.45,0.676271186440678,0.7757575757575758,0.728307254623044,0.7267786722737659
5,0.5,0.6711864406779661,0.7363636363636363,0.7147058823529411,0.7074186531315144
7,0.05,0.5559322033898305,0.9666666666666667,0.7088888888888889,0.7438292529817954
7,0.1,0.5644067796610169,0.9515151515151515,0.7096045197740113,0.7418421503167266
7,0.15,0.6186440677966102,0.9363636363636364,0.7330960854092528,0.762701263189833
7,0.2,0.6491525423728813,0.8939393939393939,0.740276035131744,0.7611226571480064
7,0.25,0.6440677966101694,0.8818181818181818,0.734848484848485,0.753578154425612
7,0.3,0.6542372881355932,0.8787878787878788,0.7397959183673469,0.7576070284302729
7,0.35,0.652542372881356,0.8727272727272727,0.737516005121639,0.7542618835767558
7,0.4,0.6576271186440678,0.7878787878787878,0.7202216066481993,0.7219091710570184
7,0.45,0.6542372881355932,0.7696969696969697,0.7134831460674157,0.7124724679666595
7,0.5,0.6542372881355932,0.693939393939394,0.6918429003021148,0.680006527459034
9,0.05,0.5813559322033899,0.8818181818181818,0.7020506634499396,0.7217415924905038
9,0.1,0.5830508474576271,0.8515151515151516,0.6955445544554456,0.7100368511427414
9,0.15,0.6186440677966102,0.8272727272727273,0.708171206225681,0.7180293337650062
9,0.2,0.6152542372881356,0.8151515151515152,0.7032679738562091,0.7112245754319533
9,0.25,0.6152542372881356,0.8151515151515152,0.7032679738562091,0.7112245754319533
9,0.3,0.6135593220338983,0.806060606060606,0.7,0.7065399760315015
9,0.35,0.6169491525423729,0.7848484848484848,0.696236559139785,0.6993447321768809
9,0.4,0.6220338983050847,0.7090909090909091,0.6772793053545587,0.6694680375835175
9,0.45,0.6237288135593221,0.6878787878787879,0.6715976331360947,0.6610684115247348
9,0.5,0.6237288135593221,0.6878787878787879,0.6715976331360947,0.6610684115247348
3,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,0.15,0.6,0.9727272727272728,0.7312072892938496,0.7679781873403742
3,0.2,0.6,0.9727272727272728,0.7312072892938496,0.7679781873403742
3,0.25,0.6,0.9727272727272728,0.7312072892938496,0.7679781873403742
3,0.3,0.6,0.9727272727272728,0.7312072892938496,0.7679781873403742
3,0.35,0.6220338983050847,0.9242424242424242,0.7322929171668667,0.7595230799047918
3,0.4,0.6508474576271186,0.8787878787878788,0.7379134860050891,0.7558496074733622
3,0.45,0.6508474576271186,0.8787878787878788,0.7379134860050891,0.7558496074733622
3,0.5,0.6593220338983051,0.8333333333333334,0.7323568575233024,0.7416707415849803
5,0.05,0.5610169491525424,0.996969696969697,0.7175572519083969,0.7585146326768788
5,0.1,0.5830508474576271,0.9878787878787879,0.7260579064587974,0.7656625139317375
5,0.15,0.5830508474576271,0.9878787878787879,0.7260579064587974,0.7656625139317375
5,0.2,0.6016949152542372,0.9727272727272728,0.7320410490307867,0.7688210790040989
5,0.25,0.6271186440677966,0.9575757575757575,0.7417840375586854,0.7754928130674132
5,0.3,0.6728813559322034,0.8727272727272727,0.7490247074122236,0.7648777786905665
5,0.35,0.6728813559322034,0.8727272727272727,0.7490247074122236,0.7648777786905665
5,0.4,0.6711864406779661,0.8454545454545455,0.7420212765957448,0.7528874209094187
5,0.45,0.6694915254237288,0.8272727272727273,0.7368421052631577,0.7445354526532046
5,0.5,0.6779661016949152,0.793939393939394,0.7338935574229692,0.7352663510190928
7,0.05,0.588135593220339,0.9636363636363636,0.7235494880546075,0.7584404816371034
7,0.1,0.6050847457627119,0.9575757575757575,0.730635838150289,0.7644321138295861
7,0.15,0.6152542372881356,0.9515151515151515,0.7345029239766082,0.7670907709266318
7,0.2,0.6338983050847458,0.9363636363636364,0.7410071942446044,0.7704230452309956
7,0.25,0.635593220338983,0.8878787878787879,0.731585518102372,0.7516858421067143
7,0.3,0.6406779661016949,0.8575757575757575,0.7275064267352184,0.741920050137557
7,0.35,0.6508474576271186,0.8333333333333334,0.7275132275132276,0.7372313394912265
7,0.4,0.6457627118644068,0.806060606060606,0.717948717948718,0.7232573452912435
7,0.45,0.652542372881356,0.7454545454545455,0.7058823529411764,0.7012930904256928
7,0.5,0.6542372881355932,0.7151515151515152,0.6982248520710059,0.689204551786038
9,0.05,0.5898305084745763,0.8575757575757575,0.7004950495049506,0.7159671051850948
9,0.1,0.588135593220339,0.8454545454545455,0.6966292134831461,0.7100731173860102
9,0.15,0.6101694915254238,0.8272727272727273,0.7036082474226805,0.7136834887402772
9,0.2,0.6101694915254238,0.8272727272727273,0.7036082474226805,0.7136834887402772
9,0.25,0.6220338983050847,0.8242424242424242,0.7092568448500651,0.7185110557991914
9,0.3,0.6254237288135593,0.8,0.7049399198931909,0.7101212162355836
9,0.35,0.6271186440677966,0.7878787878787878,0.7027027027027027,0.7059000448830957
9,0.4,0.6389830508474577,0.7696969696969697,0.7045769764216366,0.7044189989886881
9,0.45,0.6440677966101694,0.7151515151515152,0.6920821114369501,0.6837671410662116
9,0.5,0.6440677966101694,0.696969696969697,0.6865671641791046,0.6758682192529903
3,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,0.2,0.6305084745762712,0.990909090909091,0.7499999999999999,0.7904725218284541
3,0.25,0.6305084745762712,0.990909090909091,0.7499999999999999,0.7904725218284541
3,0.3,0.6305084745762712,0.990909090909091,0.7499999999999999,0.7904725218284541
3,0.35,0.6508474576271186,0.9606060606060606,0.7547619047619049,0.7887384743316946
3,0.4,0.6728813559322034,0.7575757575757576,0.7215007215007215,0.7173192783362276
3,0.45,0.6728813559322034,0.7575757575757576,0.7215007215007215,0.7173192783362276
3,0.5,0.676271186440678,0.6787878787878788,0.701095461658842,0.6853848422957997
5,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,0.2,0.6389830508474577,0.9848484848484849,0.7531865585168017,0.7923393647375815
5,0.25,0.6576271186440678,0.9363636363636364,0.7536585365853659,0.7825497638643567
5,0.3,0.676271186440678,0.8818181818181818,0.7529107373868047,0.7703333685485548
5,0.35,0.676271186440678,0.8818181818181818,0.7529107373868047,0.7703333685485548
5,0.4,0.6915254237288135,0.7878787878787878,0.7407407407407408,0.7400483174494474
5,0.45,0.6898305084745763,0.7727272727272727,0.735930735930736,0.7328295057108617
5,0.5,0.7,0.7484848484848485,0.7362146050670642,0.7282331511839709
7,0.05,0.5847457627118644,0.9818181818181818,0.7256438969764838,0.7640692805021766
7,0.1,0.6152542372881356,0.9575757575757575,0.7357392316647264,0.7695230755095398
7,0.15,0.6135593220338983,0.9393939393939394,0.7311320754716982,0.761361778966512
7,0.2,0.6694915254237288,0.9181818181818182,0.7565543071161048,0.7814092169072172
7,0.25,0.6644067796610169,0.8515151515151516,0.7394736842105263,0.7517985384622315
7,0.3,0.6627118644067796,0.8424242424242424,0.7364238410596027,0.747186649296875
7,0.35,0.6661016949152543,0.803030303030303,0.7290233837689134,0.7327184605714901
7,0.4,0.6779661016949152,0.7727272727272727,0.7285714285714284,0.7264216009978721
