depth,n_tree,cut_off,accuracy,recall,f1,overall_score
3,100,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,100,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,100,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,100,0.2,0.5779661016949152,0.9818181818181818,0.7224080267558529,0.76073077008965
3,100,0.25,0.5915254237288136,0.9757575757575757,0.727683615819209,0.7649888717685327
3,100,0.3,0.6152542372881356,0.9606060606060606,0.7363530778164924,0.7707377919035627
3,100,0.35,0.6372881355932203,0.9393939393939394,0.7434052757793765,0.7733624502555121
3,100,0.4,0.6559322033898305,0.8848484848484849,0.7420584498094028,0.7609463793492394
3,100,0.45,0.6932203389830508,0.8090909090909091,0.7468531468531469,0.7497214649757021
3,100,0.5,0.6813559322033899,0.7121212121212122,0.7142857142857143,0.7025876195367721
5,100,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,100,0.1,0.5661016949152542,1.0,0.7205240174672489,0.7622085707941677
5,100,0.15,0.5728813559322034,0.9848484848484849,0.7206208425720622,0.7594502277842502
5,100,0.2,0.5949152542372881,0.9757575757575757,0.7293318233295584,0.7666682177748073
5,100,0.25,0.6084745762711864,0.9696969696969697,0.7347876004592423,0.7709863821424662
5,100,0.3,0.6338983050847458,0.9393939393939394,0.7416267942583732,0.7716396795790196
5,100,0.35,0.6508474576271186,0.9121212121212121,0.7450495049504949,0.7693393915662753
5,100,0.4,0.6728813559322034,0.8666666666666667,0.7477124183006535,0.762420146966508
5,100,0.45,0.7067796610169491,0.8212121212121212,0.7580419580419581,0.7620112467570094
5,100,0.5,0.7101694915254237,0.7636363636363637,0.7466666666666667,0.7401575072761514
7,100,0.05,0.5610169491525424,1.0,0.7181719260065288,0.7597296250530237
7,100,0.1,0.5711864406779661,0.990909090909091,0.721058434399118,0.7610513219953917
7,100,0.15,0.5796610169491525,0.9818181818181818,0.7232142857142857,0.7615644948272067
7,100,0.2,0.6016949152542372,0.9757575757575757,0.7326507394766781,0.7700344101628304
7,100,0.25,0.6254237288135593,0.9636363636363636,0.7421236872812136,0.7770612599103789
7,100,0.3,0.6372881355932203,0.9363636363636364,0.7427884615384616,0.7721467444984395
7,100,0.35,0.6610169491525424,0.9121212121212121,0.7506234413965087,0.7745872008900877
7,100,0.4,0.688135593220339,0.8757575757575757,0.7585301837270341,0.7741411175683163
7,100,0.45,0.6932203389830508,0.803030303030303,0.7454289732770746,0.7472265384301428
7,100,0.5,0.7067796610169491,0.7636363636363637,0.7444608567208273,0.7382922937913801
9,100,0.05,0.5644067796610169,0.9939393939393939,0.7185104052573932,0.7589521929526013
9,100,0.1,0.5694915254237288,0.990909090909091,0.7202643171806168,0.7602216445044788
9,100,0.15,0.5915254237288136,0.9818181818181818,0.7289088863892014,0.7674174973120657
9,100,0.2,0.6067796610169491,0.9727272727272728,0.7345537757437071,0.7713535698293096
9,100,0.25,0.6322033898305085,0.9606060606060606,0.7450058754406581,0.7792717752924091
9,100,0.3,0.6474576271186441,0.9272727272727272,0.7463414634146341,0.7736906059353351
9,100,0.35,0.6593220338983051,0.8818181818181818,0.7432950191570881,0.761478411624525
9,100,0.4,0.6661016949152543,0.8393939393939394,0.7376830892143809,0.7477262411745249
9,100,0.45,0.6779661016949152,0.7818181818181819,0.7308781869688387,0.7302208234939785
9,100,0.5,0.688135593220339,0.7333333333333333,0.7245508982035928,0.715339941585755
3,300,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,300,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,300,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,300,0.2,0.5779661016949152,0.9878787878787879,0.7236403995560488,0.7631617630432507
3,300,0.25,0.5932203389830508,0.9757575757575757,0.7285067873303168,0.7658282340236479
3,300,0.3,0.6186440677966102,0.9545454545454546,0.7368421052631579,0.7700105425350743
3,300,0.35,0.6457627118644068,0.9424242424242424,0.7484957882069795,0.7788942474985429
3,300,0.4,0.6644067796610169,0.8909090909090909,0.7480916030534351,0.7678024912078477
3,300,0.45,0.6915254237288135,0.8181818181818182,0.7479224376731302,0.7525432265279206
3,300,0.5,0.6864406779661016,0.7303030303030303,0.7226386806596702,0.7131274629762675
5,300,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,300,0.1,0.5610169491525424,0.996969696969697,0.7175572519083969,0.7585146326768788
5,300,0.15,0.5728813559322034,0.9848484848484849,0.7206208425720622,0.7594502277842502
5,300,0.2,0.588135593220339,0.9787878787878788,0.7266591676040495,0.7645275465374225
5,300,0.25,0.6101694915254238,0.9696969696969697,0.7356321839080459,0.7718328817101465
5,300,0.3,0.6254237288135593,0.9393939393939394,0.7372175980975029,0.7673450887683338
5,300,0.35,0.6627118644067796,0.9151515151515152,0.7521793275217933,0.7766809023600293
5,300,0.4,0.676271186440678,0.8666666666666667,0.7496723460026213,0.7642033997033219
5,300,0.45,0.6949152542372882,0.8212121212121212,0.7506925207756232,0.7556066320750109
5,300,0.5,0.7050847457627119,0.7545454545454545,0.7410714285714285,0.7335672096265315
7,300,0.05,0.5627118644067797,1.0,0.7189542483660131,0.7605553709242643
7,300,0.1,0.5711864406779661,0.990909090909091,0.721058434399118,0.7610513219953917
7,300,0.15,0.5796610169491525,0.9818181818181818,0.7232142857142857,0.7615644948272067
7,300,0.2,0.6,0.9757575757575757,0.7318181818181818,0.7691919191919192
7,300,0.25,0.6254237288135593,0.9636363636363636,0.7421236872812136,0.7770612599103789
7,300,0.3,0.6440677966101694,0.9363636363636364,0.746376811594203,0.7756027481893363
7,300,0.35,0.6661016949152543,0.906060606060606,0.7522012578616352,0.7747878529458317
7,300,0.4,0.676271186440678,0.8515151515151516,0.7463479415670651,0.7580447598409649
7,300,0.45,0.6915254237288135,0.8121212121212121,0.746518105849582,0.7500549138998692
7,300,0.5,0.6983050847457627,0.7545454545454545,0.7366863905325444,0.7298456432745871
9,300,0.05,0.559322033898305,0.9939393939393939,0.7161572052401747,0.7564728776926245
9,300,0.1,0.5694915254237288,0.9878787878787879,0.7196467991169978,0.7590057041398381
9,300,0.15,0.5949152542372881,0.9787878787878788,0.7299435028248589,0.7678822119500085
9,300,0.2,0.6050847457627119,0.9727272727272728,0.7337142857142858,0.7705087680680901
9,300,0.25,0.6220338983050847,0.9545454545454546,0.738569753810082,0.7717163688868737
9,300,0.3,0.652542372881356,0.9363636363636364,0.7509113001215068,0.7799391031221664
9,300,0.35,0.6694915254237288,0.9,0.752851711026616,0.7741144121501149
9,300,0.4,0.676271186440678,0.8454545454545455,0.7449933244325767,0.7555730187759334
9,300,0.45,0.6864406779661016,0.803030303030303,0.7412587412587411,0.7435765740850485
9,300,0.5,0.6966101694915254,0.7515151515151515,0.7348148148148147,0.7276467119404972
3,500,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,500,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,500,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,500,0.2,0.5728813559322034,0.9878787878787879,0.7212389380530974,0.760666360621363
3,500,0.25,0.5932203389830508,0.9757575757575757,0.7285067873303168,0.7658282340236479
3,500,0.3,0.6186440677966102,0.9545454545454546,0.7368421052631579,0.7700105425350743
3,500,0.35,0.6440677966101694,0.9363636363636364,0.746376811594203,0.7756027481893363
3,500,0.4,0.6593220338983051,0.8909090909090909,0.7452471482889733,0.7651594243654566
3,500,0.45,0.688135593220339,0.8181818181818182,0.7458563535911603,0.7507245883311059
3,500,0.5,0.688135593220339,0.7424242424242424,0.7270029673590506,0.7191876010012107
5,500,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,500,0.1,0.5627118644067797,1.0,0.7189542483660131,0.7605553709242643
5,500,0.15,0.5745762711864407,0.9848484848484849,0.7214206437291899,0.7602817999213718
5,500,0.2,0.588135593220339,0.9757575757575757,0.7260428410372041,0.763312003338373
5,500,0.25,0.6084745762711864,0.9696969696969697,0.7347876004592423,0.7709863821424662
5,500,0.3,0.6322033898305085,0.9515151515151515,0.7431952662721893,0.7756379358726164
5,500,0.35,0.6610169491525424,0.9151515151515152,0.7512437810945274,0.7758040817995283
5,500,0.4,0.6813559322033899,0.8727272727272727,0.7539267015706805,0.7693366355004477
5,500,0.45,0.6983050847457627,0.8242424242424242,0.7534626038781165,0.7586700376221011
5,500,0.5,0.7050847457627119,0.7575757575757576,0.7418397626112759,0.7348334219832484
7,500,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
7,500,0.1,0.5745762711864407,0.9939393939393939,0.7232635060639472,0.7639263903965938
7,500,0.15,0.5796610169491525,0.9818181818181818,0.7232142857142857,0.7615644948272067
7,500,0.2,0.6033898305084746,0.9787878787878788,0.7340909090909091,0.7720895394624208
7,500,0.25,0.6203389830508474,0.9666666666666667,0.740139211136891,0.775714953618135
7,500,0.3,0.6457627118644068,0.9393939393939394,0.7478890229191797,0.7776818913925087
7,500,0.35,0.6677966101694915,0.9090909090909091,0.7537688442211056,0.7768854544938354
7,500,0.4,0.6779661016949152,0.8606060606060606,0.7493403693931397,0.7626375105647053
7,500,0.45,0.688135593220339,0.8121212121212121,0.7444444444444445,0.7482337499286652
7,500,0.5,0.6932203389830508,0.7484848484848485,0.7318518518518519,0.7245190131065837
9,500,0.05,0.5610169491525424,0.996969696969697,0.7175572519083969,0.7585146326768788
9,500,0.1,0.5711864406779661,0.9878787878787879,0.7204419889502763,0.7598357391690101
9,500,0.15,0.5898305084745763,0.9818181818181818,0.7280898876404496,0.7665795259777358
9,500,0.2,0.6135593220338983,0.9757575757575757,0.7385321100917429,0.7759496692944056
9,500,0.25,0.6288135593220339,0.9575757575757575,0.7426556991774382,0.7763483386917432
9,500,0.3,0.6440677966101694,0.9272727272727272,0.7445255474452553,0.771955357109384
9,500,0.35,0.6677966101694915,0.9,0.7518987341772152,0.7732317814489024
9,500,0.4,0.6694915254237288,0.8454545454545455,0.7410358565737051,0.7519939758173265
9,500,0.45,0.6864406779661016,0.8090909090909091,0.7426981919332406,0.7460765929967504
9,500,0.5,0.7,0.7545454545454545,0.7377777777777778,0.7307744107744107
3,1000,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,1000,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,1000,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,1000,0.2,0.5779661016949152,0.9818181818181818,0.7224080267558529,0.76073077008965
3,1000,0.25,0.5966101694915255,0.9757575757575757,0.7301587301587302,0.7675088251359439
3,1000,0.3,0.6220338983050847,0.9575757575757575,0.7391812865497077,0.7729303141435167
3,1000,0.35,0.6406779661016949,0.9363636363636364,0.7445783132530122,0.7738733052394479
3,1000,0.4,0.652542372881356,0.8848484848484849,0.7401774397972117,0.7591894325090175
3,1000,0.45,0.688135593220339,0.8181818181818182,0.7458563535911603,0.7507245883311059
3,1000,0.5,0.6915254237288135,0.7454545454545455,0.7299703264094957,0.7223167651976182
5,1000,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
5,1000,0.1,0.5627118644067797,1.0,0.7189542483660131,0.7605553709242643
5,1000,0.15,0.5796610169491525,0.9848484848484849,0.7238307349665923,0.76278007892141
5,1000,0.2,0.588135593220339,0.9757575757575757,0.7260428410372041,0.763312003338373
5,1000,0.25,0.6101694915254238,0.9696969696969697,0.7356321839080459,0.7718328817101465
5,1000,0.3,0.6305084745762712,0.9454545454545454,0.7410926365795726,0.7723518855367965
5,1000,0.35,0.6576271186440678,0.9121212121212121,0.7487562189054726,0.7728348498902508
5,1000,0.4,0.6779661016949152,0.8696969696969697,0.7513089005235601,0.7663239906384817
5,1000,0.45,0.6983050847457627,0.8212121212121212,0.7527777777777778,0.7574316612452204
5,1000,0.5,0.7033898305084746,0.7606060606060606,0.741506646971935,0.7351675126954901
7,1000,0.05,0.5627118644067797,1.0,0.7189542483660131,0.7605553709242643
7,1000,0.1,0.5694915254237288,0.990909090909091,0.7202643171806168,0.7602216445044788
7,1000,0.15,0.5813559322033899,0.9818181818181818,0.7240223463687152,0.7623988201300956
7,1000,0.2,0.6016949152542372,0.9727272727272728,0.7320410490307867,0.7688210790040989
7,1000,0.25,0.6220338983050847,0.9666666666666667,0.7409988385598143,0.7765664678438552
7,1000,0.3,0.6440677966101694,0.9333333333333333,0.7457627118644069,0.7743879472693033
7,1000,0.35,0.6644067796610169,0.9090909090909091,0.7518796992481204,0.7751257960000154
7,1000,0.4,0.676271186440678,0.8606060606060606,0.7483530961791832,0.7617434477419739
7,1000,0.45,0.688135593220339,0.8121212121212121,0.7444444444444445,0.7482337499286652
7,1000,0.5,0.6966101694915254,0.7515151515151515,0.7348148148148147,0.7276467119404972
9,1000,0.05,0.5627118644067797,0.996969696969697,0.7183406113537117,0.7593407242433962
9,1000,0.1,0.5728813559322034,0.9878787878787879,0.7212389380530974,0.760666360621363
9,1000,0.15,0.588135593220339,0.9787878787878788,0.7266591676040495,0.7645275465374225
9,1000,0.2,0.6084745762711864,0.9757575757575757,0.7360000000000001,0.7734107173429208
9,1000,0.25,0.6305084745762712,0.9606060606060606,0.7441314553990611,0.7784153301937976
9,1000,0.3,0.6423728813559322,0.9303030303030303,0.7442424242424241,0.7723061119671288
9,1000,0.35,0.6627118644067796,0.8939393939393939,0.7477820025348542,0.7681444202936759
9,1000,0.4,0.6694915254237288,0.8454545454545455,0.7410358565737051,0.7519939758173265
9,1000,0.45,0.6847457627118644,0.803030303030303,0.7402234636871509,0.7426665098097728
9,1000,0.5,0.6949152542372882,0.7484848484848485,0.7329376854599406,0.7254459293940257
3,100,0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,100,0.1,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,100,0.15,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,100,0.2,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
3,100,0.25,0.6084745762711864,1.0,0.7407407407407407,0.783071772337309
